,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,betha,seed,EPH,corr
86,86,,,,,,,,,,0.0,2.0,,,,,,,0.0,,,0.0,,,3.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,3.0,,,,,1.0,,,,,,,,0.25,86,2.979434447300771,0.3007951615195867
87,87,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,0.3,87,1.0,0.0
88,88,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,0.05,88,1.0,0.0
89,89,,,,4.0,0.0,6.0,,5.0,0.0,10.0,,,1.0,,8.0,,,,,0.0,,8.0,0.0,,,10.0,0.0,10.0,,,0.0,8.0,,0.0,3.0,,,,,,6.0,,7.0,0.0,,9.0,6.0,3.0,,4.0,,,8.0,,8.0,,,10.0,0.0,0.0,,,2.0,,,,,,,,,,,9.0,9.0,0.2,89,6.166666666666667,-0.154318475965919
90,90,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,0.2,90,1.0,0.0
91,91,7.0,3.0,0.0,7.0,5.0,,,,,,1.0,,6.0,,0.0,,,0.0,,,,,,10.0,,11.0,4.0,,0.0,0.0,,,,5.0,11.0,,0.0,,,9.0,2.0,,0.0,,6.0,7.0,0.0,9.0,,,0.0,,,,,,,,,,,11.0,,,6.0,,,,,,,,,,8.0,0.15,91,6.839490445859872,0.053455096070588286
92,92,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,0.15,92,1.8762376237623761,0.4074176725322539
93,93,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,93,1.0,0.0
94,94,,1.0,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,2.0,,,,1.0,,0.0,1.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,1.0,0.0,,,,,,,3.0,0.2,94,3.2517814726840855,0.2576776801306378
95,95,,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.1,95,1.0,0.0
96,96,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,0.25,96,1.0,0.0
97,97,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.15,97,1.0,0.0
98,98,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,0.15,98,1.0,0.0
99,99,,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,,0.1,99,1.7244897959183674,0.44823346819390053
100,100,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.05,100,1.0,0.0
101,101,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.2,101,1.0,0.0
102,102,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.05,102,1.0,0.0
103,103,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,0.1,103,1.8856209150326797,0.10022805046720513
104,104,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.3,104,1.742382271468144,0.3893314107138301
105,105,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,0.0,,0.05,105,2.71875,-0.04324994134230683
106,106,,,0.0,,,,,,,3.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,2.0,,,,,,,,0.0,,,,,0.0,,,1.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.15,106,3.3771712158808933,0.33068369112009305
107,107,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.05,107,1.0,0.0
108,108,18.0,6.0,11.0,10.0,0.0,12.0,0.0,15.0,3.0,0.0,4.0,6.0,4.0,,18.0,,,0.0,11.0,10.0,,15.0,17.0,0.0,21.0,10.0,2.0,,,,,13.0,9.0,,14.0,14.0,4.0,16.0,,1.0,16.0,5.0,4.0,,6.0,9.0,8.0,3.0,,4.0,0.0,7.0,15.0,0.0,7.0,0.0,5.0,15.0,,,21.0,,3.0,19.0,20.0,0.0,7.0,17.0,,4.0,,,,20.0,3.0,0.2,108,9.525961538461539,-0.39204724878495756
109,109,,,,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.3,109,1.0,0.0
110,110,0.0,,,,,0.0,,,0.0,,,,4.0,,3.0,0.0,,,,,,,,2.0,,,0.0,,,,,,0.0,,,,,,,1.0,,2.0,1.0,,,,,0.0,,3.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.05,110,3.524621212121212,0.5963263641142783
111,111,,,,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.25,111,1.0,0.0
112,112,,,,,,,,,,,4.0,,4.0,,,,,,,,0.0,,,4.0,,,,,,,3.0,1.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,0.0,,,,,3.0,,,5.0,,,,,,,,,0.0,,,,0.0,,,,,5.0,0.25,112,3.972270363951473,0.24939085541775233
113,113,16.0,8.0,0.0,5.0,4.0,7.0,15.0,0.0,8.0,5.0,4.0,,3.0,,3.0,,,,12.0,6.0,,12.0,0.0,0.0,,4.0,2.0,9.0,,14.0,11.0,4.0,5.0,15.0,0.0,7.0,,0.0,9.0,19.0,10.0,12.0,2.0,,7.0,1.0,1.0,0.0,,1.0,2.0,6.0,,3.0,18.0,8.0,9.0,17.0,8.0,0.0,13.0,15.0,5.0,14.0,12.0,2.0,,6.0,4.0,,17.0,,,10.0,0.0,0.3,113,8.46968238691049,-0.49462761233101415
114,114,,,,11.0,0.0,,,,6.0,0.0,,4.0,2.0,,0.0,12.0,,,,0.0,,13.0,,,,,6.0,0.0,,0.0,,5.0,8.0,,,0.0,,,0.0,,,13.0,10.0,,,3.0,10.0,1.0,,7.0,,,,,10.0,,0.0,,13.0,8.0,,,1.0,9.0,8.0,7.0,5.0,,,,,,,6.0,0.0,0.15,114,7.911111111111111,0.019311548029400303
115,115,,,,,2.0,,0.0,,3.0,4.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,2.0,0.0,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,3.0,0.15,115,3.5128676470588234,0.15546858380135545
116,116,10.0,0.0,0.0,5.0,5.0,3.0,,3.0,13.0,1.0,5.0,14.0,6.0,10.0,7.0,,,4.0,10.0,,,16.0,5.0,7.0,0.0,13.0,2.0,,5.0,,15.0,0.0,5.0,12.0,10.0,9.0,,10.0,,3.0,6.0,1.0,0.0,8.0,12.0,0.0,0.0,3.0,,0.0,4.0,,,0.0,,,13.0,,11.0,0.0,,,7.0,,,6.0,14.0,15.0,4.0,,,,,,6.0,0.3,116,8.452122408687067,-0.41820930021066005
117,117,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.05,117,1.0,0.0
118,118,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.05,118,1.0,0.0
119,119,,,2.0,,2.0,,0.0,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,2.0,,,,,0.0,,,,,,,,1.0,,,,0.0,,,,,,0.0,,,0.15,119,2.1320754716981134,0.5082107296145608
120,120,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.05,120,1.0,0.0
121,121,,,,0.0,3.0,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,2.0,1.0,,0.0,,,,,0.0,0.0,,,,,,,,,0.15,121,3.407862407862408,-0.12457912457912458
122,122,,,,1.0,,,,,,,0.0,,1.0,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.15,122,1.680115273775216,0.6567838538475551
123,123,11.0,9.0,6.0,4.0,2.0,4.0,,16.0,5.0,7.0,2.0,,1.0,11.0,5.0,7.0,,0.0,13.0,8.0,,10.0,,11.0,,0.0,6.0,,,,,7.0,0.0,5.0,,14.0,0.0,15.0,,5.0,6.0,4.0,11.0,,,16.0,0.0,0.0,,5.0,1.0,,,11.0,15.0,,15.0,0.0,12.0,10.0,,,3.0,14.0,,8.0,0.0,13.0,0.0,6.0,,,,0.0,7.0,0.3,123,7.75484496124031,-0.0781426342076477
124,124,7.0,10.0,,7.0,11.0,,,0.0,5.0,8.0,12.0,,5.0,5.0,2.0,,,0.0,5.0,10.0,0.0,0.0,,9.0,,,2.0,,0.0,,12.0,,,,7.0,,13.0,,3.0,13.0,,0.0,1.0,,,1.0,1.0,3.0,,4.0,3.0,,5.0,,4.0,9.0,,,,,,,11.0,,0.0,,0.0,6.0,,1.0,13.0,,,,,0.25,124,7.261099365750528,0.10390262413304571
125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,0.3,125,1.0,0.0
126,126,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.15,126,1.0,0.0
127,127,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.1,127,1.0,0.0
128,128,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,0.15,128,1.9219330855018588,-0.1
129,129,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.05,129,1.0,0.0
130,130,,,,,,,,,,,0.0,0.0,,,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.1,130,1.7252747252747254,0.4108806791777421
131,131,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.2,131,1.0,0.0
132,132,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.1,132,1.0,0.0
133,133,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,0.1,133,1.0,0.0
134,134,,,,,,0.0,,,,,,,1.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.2,134,1.7102272727272727,0.5182002205050367
135,135,,,2.0,,,,,,,,1.0,,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,0.0,1.0,,0.0,,,,,,,0.0,,,,,,0.2,135,2.5382882882882885,0.13583364822179197
136,136,,1.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,0.1,136,1.7387862796833773,0.5191085476184402
137,137,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.3,137,1.0,0.0
138,138,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,0.15,138,1.8187919463087248,0.4074176725322539
139,139,,0.0,,2.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,0.0,,,0.0,,,0.25,139,2.6338028169014085,0.18877596148970777
140,140,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.05,140,1.0,0.0
141,141,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.1,141,1.862686567164179,0.2
142,142,7.0,,,10.0,6.0,,,2.0,6.0,2.0,2.0,11.0,0.0,0.0,6.0,,,,8.0,1.0,,0.0,11.0,12.0,,12.0,0.0,0.0,,,10.0,6.0,,7.0,0.0,,,,4.0,4.0,1.0,3.0,1.0,,7.0,0.0,,6.0,,0.0,9.0,,,,4.0,,,,7.0,1.0,10.0,,5.0,,8.0,8.0,5.0,7.0,4.0,0.0,,,,2.0,6.0,0.3,142,6.802658486707567,-0.12500226986165563
143,143,,0.0,,1.0,,,,,5.0,,4.0,,2.0,,,,,0.0,7.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,,,3.0,,,,,,,,,,0.0,,,3.0,8.0,,,6.0,,,,0.0,,,,,,,,,,,,,0.0,,,,0.1,143,6.432282003710575,0.20050386307373116
144,144,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.25,144,1.0,0.0
145,145,,4.0,4.0,6.0,2.0,,9.0,11.0,0.0,,1.0,,3.0,,7.0,8.0,,6.0,0.0,7.0,,,14.0,7.0,,15.0,0.0,,,0.0,10.0,16.0,0.0,0.0,12.0,14.0,,0.0,,3.0,0.0,4.0,11.0,,,3.0,2.0,5.0,,1.0,2.0,16.0,7.0,0.0,9.0,,13.0,13.0,1.0,8.0,16.0,9.0,6.0,,12.0,4.0,,4.0,,0.0,,,,10.0,5.0,0.3,145,7.893307468477206,-0.19831475269216078
146,146,14.0,0.0,22.0,6.0,0.0,7.0,,6.0,8.0,0.0,4.0,,0.0,0.0,12.0,,,5.0,7.0,1.0,,20.0,6.0,8.0,,9.0,0.0,0.0,0.0,17.0,10.0,10.0,21.0,20.0,9.0,13.0,19.0,15.0,16.0,0.0,13.0,15.0,2.0,,,18.0,7.0,3.0,19.0,2.0,15.0,,19.0,,8.0,9.0,17.0,,3.0,8.0,20.0,,5.0,,,11.0,20.0,,6.0,,22.0,,,0.0,6.0,0.2,146,10.626679462571976,-0.2813989285991128
147,147,,,,,,,,,,,,0.0,,,,,,0.0,,1.0,,,,0.0,,0.0,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.05,147,1.711111111111111,0.3735278901615838
148,148,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,0.2,148,1.842741935483871,0.40183067317995635
149,149,,0.0,,,,,,,,,,,,,0.0,,,,,,,1.0,,0.0,,,2.0,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.1,149,2.653225806451613,0.23652495839563303
150,150,,4.0,10.0,4.0,2.0,,,5.0,5.0,9.0,1.0,,4.0,,0.0,,,11.0,1.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,,,5.0,6.0,9.0,8.0,10.0,,,7.0,3.0,6.0,1.0,,10.0,6.0,5.0,5.0,,0.0,0.0,10.0,6.0,,10.0,,,5.0,0.0,3.0,,,3.0,,,6.0,9.0,11.0,,4.0,6.0,,,,9.0,0.25,150,6.028397565922921,-0.15938935446660177
151,151,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.05,151,2.6814814814814816,0.17529196424044294
152,152,0.0,,,,,,,,,,,0.0,2.0,,,,,,1.0,,,,,,0.0,0.0,1.0,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,0.25,152,2.0046511627906978,0.6330341565099564
153,153,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.25,153,1.0,0.0
154,154,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,1.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,0.1,154,1.8125,0.4
155,155,,6.0,7.0,0.0,5.0,19.0,,7.0,5.0,0.0,17.0,10.0,3.0,17.0,5.0,,,10.0,9.0,11.0,21.0,14.0,,0.0,,1.0,9.0,,21.0,12.0,6.0,9.0,16.0,23.0,9.0,18.0,14.0,21.0,23.0,22.0,20.0,5.0,7.0,,0.0,20.0,6.0,8.0,,2.0,15.0,,0.0,18.0,6.0,13.0,22.0,14.0,0.0,,7.0,18.0,3.0,8.0,4.0,0.0,18.0,11.0,7.0,0.0,23.0,,,0.0,6.0,0.25,155,10.11344137273594,-0.2837768821274943
156,156,,4.0,0.0,3.0,,2.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,5.0,,,,,,,,0.0,0.0,,,,,,1.0,,,7.0,,0.0,,,5.0,,,,,0.0,6.0,,,,,0.0,,,,,,0.25,156,5.790067720090294,0.18824296933812482
157,157,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.05,157,1.0,0.0
158,158,,1.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.3,158,1.8185053380782918,0.5222329678670935
159,159,7.0,,0.0,4.0,4.0,,,,6.0,0.0,,0.0,0.0,,,,,1.0,0.0,,0.0,,,,,,7.0,,,,,,,,,,,,,5.0,0.0,,,,,,2.0,4.0,,1.0,7.0,,,,4.0,,,2.0,0.0,,,3.0,5.0,,,1.0,,0.0,,,,,,,6.0,0.2,159,4.822733423545332,0.17504466651409636
160,160,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,1.0,0.0,,,,,,0.0,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.05,160,1.8621700879765395,-0.22750947975915572
161,161,,10.0,3.0,3.0,2.0,12.0,,6.0,11.0,15.0,0.0,0.0,4.0,,18.0,,0.0,,,7.0,,,,11.0,,5.0,1.0,,,0.0,9.0,0.0,9.0,,,14.0,0.0,18.0,7.0,13.0,2.0,13.0,18.0,0.0,17.0,15.0,,6.0,,6.0,5.0,0.0,,10.0,,,14.0,8.0,14.0,4.0,,,5.0,,9.0,0.0,11.0,0.0,,11.0,,,,16.0,13.0,0.2,161,8.592300098716683,0.08218390968408394
162,162,7.0,5.0,13.0,2.0,1.0,16.0,0.0,8.0,,1.0,9.0,,3.0,6.0,10.0,5.0,,13.0,8.0,0.0,,17.0,,0.0,14.0,7.0,1.0,,,9.0,15.0,12.0,11.0,,,,6.0,18.0,14.0,8.0,4.0,9.0,,18.0,,0.0,13.0,4.0,,12.0,4.0,,14.0,18.0,18.0,,13.0,,13.0,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,14.0,18.0,,16.0,,,13.0,7.0,0.2,162,9.149122807017545,-0.24085581116292068
163,163,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.1,163,1.0,0.0
164,164,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.05,164,1.0,0.0
165,165,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,0.05,165,1.0,0.0
166,166,0.0,2.0,2.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,0.0,,,,,,,,1.0,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.3,166,2.234536082474227,0.6382883136080616
167,167,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.1,167,2.623409669211196,0.4396486597399957
168,168,,6.0,1.0,9.0,4.0,0.0,,,6.0,5.0,7.0,,1.0,,6.0,0.0,11.0,,,8.0,6.0,11.0,,4.0,,,0.0,4.0,8.0,0.0,,3.0,6.0,,,,3.0,11.0,,9.0,,5.0,3.0,,,0.0,6.0,3.0,0.0,2.0,3.0,,,4.0,5.0,0.0,9.0,0.0,,,,,8.0,10.0,,7.0,,4.0,,7.0,,0.0,,,6.0,0.3,168,5.632056451612903,0.08331062491143384
169,169,6.0,4.0,,0.0,4.0,,,,2.0,12.0,11.0,,3.0,,7.0,,0.0,,,4.0,,,7.0,13.0,3.0,12.0,1.0,,,,2.0,9.0,,0.0,10.0,0.0,,,3.0,10.0,,7.0,9.0,,0.0,,,5.0,12.0,0.0,12.0,,,0.0,2.0,,,,0.0,8.0,,,5.0,,11.0,7.0,9.0,9.0,0.0,,7.0,,,0.0,5.0,0.2,169,7.1602895553257495,0.11878468149197602
170,170,,,,,,,,0.0,,2.0,0.0,,0.0,,1.0,,,,,5.0,,,,,0.0,10.0,0.0,,0.0,,11.0,1.0,,,10.0,,0.0,,4.0,0.0,10.0,,3.0,,0.0,6.0,,8.0,,4.0,,,9.0,,11.0,,,,,7.0,,,,,8.0,10.0,,,,,,,,,6.0,0.15,170,7.178391959798995,-0.03489253300199262
171,171,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.3,171,1.0,0.0
172,172,,3.0,8.0,,10.0,,,,,,6.0,,7.0,,9.0,,,,,2.0,,,,8.0,,,0.0,,,,,0.0,8.0,0.0,,,4.0,,0.0,,5.0,0.0,0.0,,,1.0,,7.0,,1.0,0.0,6.0,,,,,,,,0.0,,,8.0,,,2.0,0.0,,,,,,,3.0,9.0,0.15,172,6.514851485148514,0.11278869347509299
173,173,,,,,,,,,1.0,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,2.0,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.3,173,2.7169811320754715,0.17231967352991776
