0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,complex_param
,2,0,8,7,9,,8,9,9,9,10.0,7,0.0,9,10,,9,10,8,9,9,10,0,,8,6,10.0,,5.0,1,9,9,10,9,0,9,9,0.0,8,0,8,8,,0,9,9,6,10,1,5,9,10,9,8,0.0,9,10.0,9,0,,0.0,9,10,10,9,10,8.0,10,,,,,,9,82,14
2.0,1,7,7,8,9,8.0,8,8,8,8,2.0,7,,7,9,,9,9,0,9,6,9,8,,8,8,9.0,10.0,,8,0,9,0,9,9,9,8,,1,7,8,8,,0,8,0,0,0,8,8,7,9,9,8,9.0,0,9.0,3,9,10.0,10.0,0,9,9,8,9,,0,10.0,,,,,9,83,14
8.0,6,7,5,0,7,,5,0,0,7,0.0,5,,6,7,8.0,7,7,6,7,6,3,6,,0,5,1.0,,,7,7,7,8,7,0,7,6,0.0,0,0,6,6,,7,7,6,6,6,3,7,7,7,6,4,7.0,7,8.0,1,4,0.0,8.0,7,7,7,6,8,8.0,7,,,7.0,,,7,84,14
11.0,8,9,7,0,0,,9,9,9,0,10.0,9,,10,10,,10,0,6,0,10,11,9,,5,8,11.0,,,10,10,9,10,10,10,10,9,,9,10,9,3,2.0,5,9,9,4,10,8,9,10,8,10,9,10.0,0,0.0,10,10,11.0,11.0,10,0,0,9,10,0.0,10,11.0,,,,,10,85,14
8.0,1,6,5,6,7,,6,0,7,6,8.0,5,,6,7,9.0,3,6,5,7,0,7,7,,7,6,8.0,,,7,7,0,7,7,7,7,7,,0,7,6,0,,8,6,6,0,0,6,0,7,7,7,0,7.0,6,8.0,8,7,8.0,9.0,7,7,3,0,8,9.0,4,9.0,,,,,7,86,14
9.0,6,7,0,1,4,,0,7,6,7,8.0,0,,7,8,9.0,8,8,4,1,8,8,7,,2,7,0.0,8.0,0.0,7,7,7,0,7,8,8,7,8.0,7,8,7,6,,8,6,7,0,8,0,7,8,0,8,7,8.0,7,8.0,8,8,9.0,9.0,5,3,8,6,8,,8,9.0,0.0,,,,8,87,14
7.0,4,5,2,1,6,,4,0,0,5,6.0,3,,4,5,,5,5,0,1,5,6,5,,5,4,0.0,,,5,0,5,0,5,5,2,0,,5,5,5,4,,6,4,5,1,3,4,4,6,6,5,1,6.0,5,5.0,5,5,6.0,7.0,5,6,0,3,6,7.0,0,7.0,,0.0,,,5,88,14
6.0,0,6,4,5,6,4.0,6,6,5,1,0.0,4,4.0,0,6,,6,7,5,7,6,7,6,,0,4,7.0,7.0,,2,6,0,7,6,6,4,6,,0,6,6,5,,7,6,5,5,0,5,6,6,7,2,6,7.0,5,,7,7,,,6,7,7,5,7,,0,0.0,0.0,,,,6,89,14
13.0,6,13,0,12,0,,12,12,12,12,14.0,12,,13,13,,13,13,4,0,0,14,13,,3,12,14.0,11.0,,12,13,13,14,13,0,13,13,,11,13,0,0,,14,0,3,12,13,11,12,13,0,13,13,14.0,13,15.0,14,0,14.0,15.0,13,14,13,12,14,15.0,14,10.0,,,,14.0,13,90,14
11.0,1,9,8,8,0,,9,9,9,9,0.0,8,0.0,9,10,0.0,10,10,7,10,10,10,9,,7,8,10.0,11.0,,9,9,7,0,9,5,6,9,0.0,9,5,0,8,,10,9,9,0,10,8,9,10,10,6,9,10.0,0,4.0,10,10,11.0,0.0,10,10,8,9,10,,2,11.0,,,,,10,91,14
9.0,7,8,7,6,0,0.0,5,0,7,8,1.0,7,,0,9,,8,9,7,2,9,9,8,0.0,7,6,9.0,,,8,8,0,9,8,9,9,0,0.0,8,0,8,7,,0,8,8,8,3,7,8,9,9,9,8,9.0,8,1.0,9,9,,,8,9,9,8,9,3.0,4,,,,,,8,92,14
10.0,0,8,7,7,9,0.0,8,8,8,9,5.0,6,,8,9,,9,9,7,0,9,10,8,,0,8,9.0,,,0,8,8,9,9,9,9,7,,8,9,3,7,,9,8,8,8,9,8,2,9,9,9,9,10.0,9,10.0,9,0,10.0,,0,6,0,2,9,,0,10.0,,0.0,,6.0,9,93,14
,5,6,4,5,0,4.0,5,6,4,6,7.0,0,,5,6,,6,6,3,2,0,7,6,,5,6,0.0,6.0,1.0,0,6,6,1,6,6,6,5,,5,6,5,5,,6,6,0,0,7,0,6,7,7,6,6,1.0,1,7.0,7,7,,,6,7,7,0,7,,7,,,,5.0,0.0,6,94,14
0.0,7,8,8,7,9,9.0,8,8,0,0,9.0,6,0.0,7,9,,1,9,7,9,9,9,8,0.0,8,7,10.0,0.0,,8,9,8,9,8,7,8,9,,5,4,8,8,,0,8,0,5,0,6,8,9,8,9,2,9.0,8,10.0,9,9,10.0,10.0,6,9,9,8,9,,5,10.0,,,,0.0,9,95,14
0.0,5,8,7,7,9,9.0,8,6,0,8,9.0,7,,8,9,,0,8,7,8,8,9,7,,8,7,9.0,0.0,,8,8,8,9,0,4,8,0,,7,0,7,0,,6,0,6,8,8,7,1,4,9,8,8,9.0,8,9.0,8,0,10.0,5.0,8,7,9,8,9,,9,10.0,,,,,8,96,14
10.0,8,0,7,7,9,,8,8,0,8,9.0,6,,8,9,,9,8,6,9,9,9,8,,8,5,10.0,,,8,8,8,9,0,9,9,7,,8,9,5,7,0.0,9,0,7,1,4,7,8,7,3,8,8,9.0,8,0.0,0,9,0.0,2.0,8,5,9,8,9,0.0,9,0.0,,,,,9,97,14
10.0,7,8,7,7,0,,8,8,7,8,6.0,8,,8,9,,3,9,2,9,9,9,8,,7,5,10.0,0.0,0.0,2,9,9,0,2,9,9,0,,8,9,8,6,,0,8,8,7,9,0,8,5,9,0,8,9.0,8,0.0,9,9,10.0,10.0,8,9,9,8,10,,9,,,,,0.0,9,98,14
,6,7,7,0,8,0.0,7,7,7,0,8.0,6,,0,8,,8,8,7,8,8,8,7,0.0,7,6,8.0,0.0,,7,7,8,5,2,8,8,7,,7,8,8,6,,0,8,7,0,2,6,1,0,8,8,7,1.0,7,8.0,1,5,7.0,0.0,8,8,8,7,8,,8,3.0,,,,,4,99,14
13.0,10,11,1,11,9,,11,11,11,10,13.0,6,,11,12,,12,12,10,0,12,12,11,,11,0,13.0,,,11,12,0,0,12,12,12,12,,11,0,0,11,9.0,2,6,12,11,12,11,0,12,12,12,10,12.0,0,0.0,12,12,13.0,13.0,12,12,0,11,10,,12,13.0,,,,13.0,12,100,14
12.0,2,0,9,8,11,0.0,10,10,10,10,11.0,8,0.0,0,11,0.0,11,11,8,11,0,11,10,,9,9,0.0,12.0,,10,10,4,1,10,11,10,0,,9,10,10,10,,11,10,10,9,5,9,9,10,7,0,10,11.0,9,11.0,11,3,12.0,12.0,10,11,11,0,11,,11,12.0,,,,,10,101,14
9.0,0,7,7,6,8,,7,0,0,7,8.0,6,,2,8,,8,8,6,0,0,8,0,,7,7,9.0,,,8,8,8,0,0,8,7,7,,7,3,7,7,6.0,6,6,7,7,7,7,7,5,0,8,7,8.0,8,0.0,8,8,9.0,9.0,1,8,8,7,9,,8,,3.0,,,,8,102,14
9.0,7,0,0,7,8,7.0,4,8,8,7,8.0,7,,7,8,,8,0,6,8,8,8,5,,8,6,9.0,,,8,8,0,8,0,8,0,7,,7,8,0,7,,8,8,7,5,8,6,0,0,8,7,7,8.0,7,9.0,9,8,9.0,,8,7,2,6,8,,9,9.0,,1.0,,,0,103,14
6.0,3,0,1,3,5,,0,4,4,0,4.0,3,,4,5,,1,5,2,5,0,5,4,,4,3,5.0,,,4,5,0,3,2,5,5,1,,4,4,4,4,0.0,5,4,0,3,0,3,4,4,1,5,4,5.0,4,5.0,5,5,6.0,6.0,0,5,5,4,5,,0,6.0,,,,,5,104,14
8.0,1,6,5,0,7,,6,7,6,7,7.0,3,0.0,2,7,,7,7,5,7,7,7,6,,2,4,8.0,,,6,7,2,0,7,7,7,6,0.0,0,0,6,6,,5,6,6,6,7,6,4,7,7,7,7,7.0,6,8.0,7,7,8.0,8.0,7,0,7,5,0,,0,1.0,6.0,,0.0,,7,105,14
0.0,0,3,5,0,7,,5,6,6,3,4.0,0,,6,0,,6,4,4,7,7,7,0,,6,5,7.0,,,6,6,6,7,6,7,6,6,7.0,5,6,6,5,0.0,7,6,5,5,7,3,6,5,6,1,6,7.0,2,7.0,4,6,7.0,0.0,0,7,6,0,7,,7,,4.0,,5.0,,7,106,14
11.0,9,10,9,7,10,,9,4,1,0,11.0,0,,8,10,,10,8,9,10,10,10,4,,9,8,11.0,,0.0,10,10,10,0,10,10,8,10,7.0,9,10,9,8,,10,9,9,9,10,0,9,10,3,10,0,10.0,9,10.0,10,0,0.0,11.0,10,11,10,9,11,11.0,0,0.0,,,5.0,,9,107,14
10.0,8,0,7,8,9,,8,2,8,0,9.0,7,,8,9,,9,1,7,9,9,9,9,,8,7,10.0,,,0,9,8,7,6,9,9,8,9.0,7,0,4,8,0.0,9,8,8,8,4,0,8,9,9,6,8,9.0,6,0.0,9,9,10.0,10.0,9,0,9,8,9,0.0,9,0.0,,,,,9,108,14
14.0,11,12,0,10,13,,12,12,12,0,13.0,11,,0,5,,12,12,0,12,12,10,12,,12,11,13.0,,,12,9,0,13,12,12,12,0,,3,12,11,11,0.0,0,0,11,11,13,10,12,12,12,7,12,13.0,11,14.0,13,12,13.0,14.0,1,13,12,11,13,0.0,12,14.0,,,,,12,109,14
5.0,6,6,5,4,7,,6,7,6,0,0.0,2,,6,1,,1,7,0,0,3,7,6,,6,5,8.0,0.0,,0,7,7,7,7,7,0,6,,6,5,6,5,,7,6,2,6,7,6,0,7,7,7,6,7.0,7,8.0,7,7,8.0,8.0,7,7,5,6,0,0.0,7,6.0,,,,,7,110,14
9.0,6,0,5,6,7,,6,6,6,7,7.0,5,,7,8,,8,0,5,0,6,4,7,,7,0,8.0,,,0,7,0,7,7,4,7,4,,6,7,7,6,,8,6,6,7,2,6,7,7,8,2,7,8.0,7,8.0,7,7,8.0,9.0,0,0,4,6,8,9.0,7,9.0,,0.0,,0.0,7,111,14
7.0,9,9,7,9,10,,8,9,8,8,10.0,7,,8,8,0.0,4,9,8,9,6,0,1,5.0,0,9,0.0,5.0,,9,9,6,3,9,9,9,8,,8,10,9,9,,10,0,0,9,10,8,0,10,10,10,9,0.0,9,10.0,10,9,3.0,,9,0,10,9,10,0.0,10,10.0,6.0,,,,8,112,14
5.0,6,3,6,6,2,,7,7,6,1,8.0,0,,7,8,4.0,7,8,5,8,7,8,1,0.0,6,7,3.0,,0.0,7,6,7,0,7,7,7,7,0.0,0,7,7,6,,0,1,7,6,0,6,7,7,8,7,7,8.0,7,8.0,8,8,,,7,8,5,1,8,8.0,8,,,,0.0,0.0,7,113,14
,0,10,10,9,11,,8,0,10,10,11.0,9,,10,11,0.0,9,11,9,0,11,11,8,,0,9,,9.0,11.0,10,10,10,11,10,9,10,10,,9,10,10,10,,11,10,10,10,2,9,10,11,0,0,10,8.0,10,0.0,11,10,11.0,2.0,10,0,11,4,1,6.0,11,8.0,0.0,,,,10,114,14
0.0,13,13,11,12,14,,13,13,13,12,14.0,10,,11,0,,13,13,9,14,6,14,0,14.0,13,12,0.0,,,13,13,13,0,13,0,13,13,,12,13,13,12,,0,13,12,12,13,12,8,11,13,3,13,8.0,0,14.0,12,14,14.0,,13,0,14,12,14,,14,7.0,,0.0,,,14,115,14
0.0,11,12,12,0,0,,12,12,12,12,13.0,11,,12,10,0.0,0,13,7,13,13,13,12,,12,11,14.0,,11.0,12,12,12,13,0,13,12,10,,12,12,11,11,,13,11,11,4,13,11,12,12,0,12,2,4.0,0,14.0,13,13,14.0,14.0,3,13,13,11,13,,10,14.0,0.0,,0.0,5.0,13,116,14
12.0,9,9,8,9,11,,9,10,10,10,11.0,9,,10,10,,10,10,8,10,0,5,10,,10,5,11.0,,0.0,0,10,10,7,10,11,0,6,,10,10,9,9,0.0,0,10,9,0,11,9,9,10,7,10,0,11.0,10,0.0,10,10,11.0,12.0,5,11,11,8,11,12.0,7,12.0,,0.0,,,11,117,14
12.0,10,10,9,7,11,,0,4,10,10,11.0,8,0.0,0,3,,11,10,4,11,0,11,10,,10,9,11.0,,,10,0,11,11,8,10,0,10,,10,10,10,9,,11,10,9,9,11,9,9,4,9,0,10,11.0,10,11.0,11,0,8.0,0.0,10,11,11,0,11,12.0,11,12.0,,,,,11,118,14
10.0,7,8,2,4,9,,8,7,1,9,9.0,5,0.0,8,9,,9,9,8,0,9,10,0,,7,6,10.0,,,0,9,8,9,9,9,9,8,0.0,8,9,8,2,,5,1,8,8,2,7,7,9,9,9,8,9.0,8,0.0,9,0,10.0,0.0,8,9,9,8,9,,9,0.0,0.0,,,,8,119,14
9.0,0,7,0,6,8,,7,7,7,5,8.0,0,,5,8,0.0,7,0,5,7,7,8,5,,2,6,8.0,,,7,0,7,8,7,8,7,7,,7,0,7,6,,3,2,7,6,8,6,7,7,4,7,6,8.0,6,9.0,8,8,8.0,9.0,7,8,2,6,8,0.0,0,9.0,,0.0,,7.0,7,120,14
10.0,8,8,7,8,9,,3,8,8,9,9.0,7,,8,0,4.0,0,9,7,0,9,9,7,,9,0,6.0,0.0,,8,9,6,9,5,9,9,0,,8,9,8,0,,9,8,8,2,9,8,9,9,9,9,9,9.0,9,10.0,9,9,10.0,0.0,0,0,9,8,10,,7,3.0,,,,,9,121,14
9.0,6,7,0,0,8,,7,7,6,3,8.0,0,,6,7,,7,7,5,7,7,8,5,,4,6,0.0,,,0,7,7,8,7,2,7,7,,6,7,6,6,,0,7,0,0,7,6,7,7,8,1,7,8.0,7,9.0,8,8,9.0,9.0,7,8,8,2,8,,8,9.0,,,,0.0,0,122,14
11.0,8,9,8,8,10,,9,9,9,10,10.0,9,,1,10,10.0,7,10,8,10,3,10,0,0.0,9,9,11.0,,,9,9,10,10,10,10,10,0,,9,10,8,0,0.0,4,0,9,9,10,5,5,10,10,6,9,10.0,9,11.0,10,7,11.0,11.0,10,10,10,9,10,,0,11.0,0.0,,0.0,0.0,10,123,14
9.0,7,7,6,5,8,0.0,1,7,7,7,8.0,6,7.0,3,8,0.0,8,8,0,8,8,8,7,,7,6,9.0,9.0,,7,8,0,8,8,0,0,7,,6,5,7,7,,8,7,7,0,8,5,3,8,8,8,7,8.0,7,9.0,0,8,9.0,9.0,8,0,4,6,8,0.0,8,9.0,,,,,8,124,14
11.0,9,9,9,9,4,0.0,10,0,9,0,11.0,9,0.0,10,9,,10,10,9,10,10,11,8,0.0,9,9,11.0,,,10,10,8,10,1,10,0,10,,4,10,9,9,,11,8,0,6,10,9,10,10,11,10,0,11.0,10,11.0,11,5,11.0,,10,11,11,10,11,,0,9.0,,,0.0,4.0,10,125,14
10.0,3,0,7,7,9,9.0,8,8,7,8,9.0,7,3.0,8,9,,9,9,6,0,2,5,0,,7,7,0.0,10.0,,8,8,0,9,8,0,9,0,0.0,7,9,7,8,,9,7,8,0,9,8,8,9,9,8,6,9.0,8,10.0,9,6,10.0,10.0,8,9,9,8,9,6.0,9,10.0,,,,0.0,8,126,14
10.0,0,7,1,7,0,0.0,9,0,3,8,10.0,8,,9,9,,9,9,7,9,9,10,9,,8,0,10.0,,,9,9,9,6,1,9,9,9,9.0,8,0,8,8,,9,9,8,0,8,6,8,9,9,9,9,9.0,8,1.0,9,9,10.0,0.0,9,10,9,8,0,9.0,9,10.0,4.0,,,,0,127,14
14.0,11,11,5,11,0,,12,12,12,12,5.0,11,0.0,0,11,,13,0,2,12,4,11,12,,12,11,13.0,,,12,12,0,13,12,9,12,12,,12,12,11,11,0.0,13,11,12,10,13,10,4,12,12,12,0,13.0,12,14.0,13,0,13.0,14.0,0,13,13,11,13,14.0,0,14.0,,,,,13,128,14
8.0,6,6,6,0,3,,4,0,0,6,3.0,2,,6,7,,7,7,5,7,7,8,0,,6,6,8.0,,,7,7,7,5,1,7,7,6,0.0,6,7,6,0,0.0,8,7,7,6,7,5,7,7,8,7,7,0.0,7,8.0,7,0,9.0,9.0,7,0,7,5,8,,8,9.0,,,,,1,129,14
,9,9,0,8,10,0.0,6,9,9,9,10.0,7,,9,9,,10,10,8,10,0,10,9,0.0,9,8,4.0,3.0,1.0,0,9,10,10,10,0,0,9,7.0,9,2,9,7,0.0,10,10,9,8,10,8,9,10,0,10,9,10.0,4,,6,10,1.0,,10,10,10,9,10,,10,8.0,,,0.0,9.0,10,130,14
9.0,7,1,7,7,8,,8,7,7,0,9.0,6,0.0,7,8,,8,8,6,8,8,1,8,,7,6,9.0,,,0,5,8,4,8,0,4,8,,7,8,0,7,,8,8,7,7,8,6,8,0,8,7,8,8.0,0,9.0,0,8,7.0,0.0,8,9,8,7,9,9.0,2,9.0,,,,5.0,0,131,14
13.0,11,0,10,0,12,,0,11,11,11,4.0,10,,11,12,,12,12,0,12,12,12,0,,11,6,13.0,,0.0,11,9,8,12,12,12,12,11,,11,12,11,10,,12,8,11,10,5,0,11,12,0,12,11,12.0,11,12.0,12,12,0.0,13.0,11,0,12,11,12,13.0,9,13.0,,,,,12,132,14
8.0,4,6,6,5,7,,6,6,6,6,7.0,5,,6,0,,7,1,5,7,0,7,6,,6,0,7.0,,7.0,6,0,7,7,4,7,0,6,,6,7,0,5,,2,6,4,5,7,5,3,6,1,0,6,7.0,6,0.0,7,7,1.0,8.0,0,7,6,5,7,8.0,7,8.0,0.0,,,,7,133,14
11.0,7,9,7,8,10,,8,8,8,9,10.0,0,,6,10,,10,2,6,0,10,10,9,,9,8,4.0,,,0,9,10,3,8,9,9,0,,0,9,9,8,,10,9,3,9,10,9,9,10,10,0,9,10.0,10,10.0,0,9,11.0,0.0,9,10,10,5,10,,10,11.0,,0.0,,0.0,9,134,14
14.0,12,13,12,0,13,,12,5,10,12,9.0,11,0.0,10,11,,0,13,12,13,13,14,13,0.0,13,4,14.0,,,13,13,13,13,13,1,13,13,0.0,0,13,13,12,,14,12,12,12,0,11,0,13,11,13,13,10.0,13,14.0,14,14,,,13,0,0,12,14,14.0,14,,,,,13.0,13,135,14
,0,8,7,7,9,,5,7,6,8,9.0,7,,7,8,,8,8,0,1,8,8,7,0.0,8,6,9.0,0.0,,8,8,8,9,8,5,3,7,,7,8,0,6,0.0,3,8,7,8,8,7,1,8,9,0,8,0.0,7,0.0,8,8,9.0,9.0,8,8,8,7,9,0.0,2,,,,,,5,136,14
0.0,4,5,5,3,0,,1,6,6,0,1.0,5,,6,7,,6,7,4,6,0,7,5,,5,6,7.0,6.0,,6,6,5,7,0,6,6,6,8.0,5,3,6,5,,0,0,5,0,6,5,0,6,6,6,5,7.0,6,7.0,7,6,7.0,0.0,3,7,1,6,7,8.0,7,8.0,,,,,7,137,14
4.0,5,5,0,5,7,,5,6,6,6,0.0,0,,1,6,,6,6,0,5,0,7,6,0.0,5,5,7.0,,,6,0,6,7,6,6,6,2,,6,7,4,4,0.0,7,6,0,5,7,6,6,3,1,6,6,7.0,6,2.0,7,6,7.0,2.0,2,7,5,5,7,,7,,,,0.0,,6,138,14
3.0,9,10,9,10,0,,0,0,3,10,12.0,10,,10,11,,11,11,2,2,11,11,10,,10,9,12.0,0.0,11.0,10,0,0,2,11,11,11,10,,10,0,2,10,,11,10,10,11,11,10,0,11,11,11,11,6.0,11,0.0,11,8,12.0,12.0,10,11,11,9,11,0.0,11,12.0,,,,,11,139,14
13.0,0,11,10,10,12,,0,11,0,10,12.0,9,3.0,0,4,,11,11,10,12,12,12,11,0.0,11,0,13.0,,,11,11,11,12,11,12,2,11,,11,12,0,11,4.0,12,11,0,10,1,10,0,0,9,11,11,12.0,11,12.0,12,12,4.0,13.0,11,12,12,11,13,13.0,12,13.0,,,12.0,,12,140,14
12.0,0,10,3,9,0,7.0,9,10,10,10,12.0,7,,10,0,,11,11,9,0,8,11,11,,10,10,12.0,10.0,,0,11,4,5,11,11,0,10,,10,11,0,10,,11,10,10,0,11,9,10,11,11,11,11,11.0,11,11.0,0,11,12.0,2.0,11,11,11,10,12,,11,,0.0,,,,11,141,14
0.0,7,8,0,8,0,,8,1,8,9,9.0,8,,9,10,0.0,9,9,6,9,9,10,8,,8,8,10.0,,,8,9,8,9,9,9,9,0,,7,9,0,8,,9,9,8,0,1,7,8,9,9,9,9,9.0,0,10.0,0,9,6.0,10.0,6,0,5,7,9,6.0,9,10.0,,,,10.0,3,142,14
0.0,10,11,11,10,0,6.0,3,11,10,11,12.0,10,,11,12,,12,12,10,9,12,12,11,,11,9,8.0,5.0,,11,0,12,12,11,12,12,0,,11,10,10,0,,0,11,11,11,0,11,11,12,12,12,0,3.0,11,0.0,10,6,7.0,,11,11,12,10,7,,12,0.0,,,,,11,143,14
7.0,12,13,13,13,0,5.0,14,13,13,13,14.0,12,,13,14,,14,14,0,14,14,14,13,0.0,13,13,,7.0,,13,14,13,14,2,14,14,13,,0,0,13,13,0.0,0,14,4,0,11,12,13,14,14,14,14,0.0,11,,14,12,2.0,14.0,4,7,14,13,14,,14,,0.0,8.0,,,14,144,14
11.0,7,9,6,0,1,,0,9,9,10,0.0,9,,9,10,,10,10,8,2,10,10,9,,9,8,10.0,0.0,,8,9,9,9,9,9,9,9,,0,1,6,0,,0,10,6,9,10,8,9,10,10,9,9,10.0,0,11.0,10,9,11.0,11.0,9,10,10,8,0,,10,11.0,0.0,,7.0,,9,145,14
,8,9,8,2,10,,8,8,9,9,2.0,7,,3,6,,10,9,7,9,9,10,0,,9,8,10.0,,,9,9,9,9,9,9,6,9,,9,9,9,0,,8,0,8,6,10,8,9,0,4,9,9,10.0,9,0.0,5,9,0.0,0.0,0,0,9,8,10,10.0,10,10.0,,,,0.0,9,146,14
8.0,6,3,6,1,7,,7,7,0,6,8.0,6,,7,8,,7,7,6,7,8,8,7,,7,0,8.0,0.0,,7,7,0,6,7,8,7,7,,0,5,6,7,9.0,8,5,7,7,0,5,1,0,0,7,0,0.0,7,8.0,8,2,8.0,9.0,7,8,8,6,8,4.0,8,9.0,,,,,7,147,14
0.0,7,7,6,7,0,,7,0,7,7,8.0,7,,7,8,,6,8,6,8,5,1,0,,6,7,7.0,,,8,8,8,8,8,8,8,0,,6,8,7,0,,8,0,2,7,8,2,7,8,8,4,0,8.0,8,9.0,8,8,9.0,9.0,0,8,8,7,9,8.0,8,,,0.0,,,8,148,14
9.0,6,6,7,6,0,,7,7,6,7,8.0,6,,7,8,,8,7,6,0,0,8,3,,0,6,8.0,,,7,1,7,8,7,7,8,4,,7,8,5,5,,0,2,0,7,8,6,7,7,4,0,7,8.0,7,2.0,8,7,0.0,6.0,7,8,7,6,8,5.0,8,9.0,,,0.0,,0,149,14
11.0,9,9,4,9,10,,9,10,9,10,11.0,9,,9,10,,10,7,8,0,3,0,10,,7,8,11.0,,,0,10,10,9,10,0,4,10,10.0,8,10,0,9,,10,9,9,9,10,2,10,10,10,10,10,11.0,10,11.0,10,10,11.0,0.0,10,10,0,9,0,0.0,10,0.0,,10.0,,10.0,2,150,14
,0,10,9,9,11,,0,10,10,10,11.0,8,,9,0,,10,0,9,10,10,0,10,,1,8,11.0,0.0,,10,5,10,10,10,10,10,7,,10,10,8,9,9.0,10,9,9,9,11,9,2,10,0,10,9,11.0,1,11.0,11,10,0.0,,10,11,10,9,0,11.0,5,4.0,,,,0.0,10,151,14
,10,11,9,0,12,8.0,10,0,8,10,12.0,0,,0,11,,11,11,9,2,0,3,11,,10,3,12.0,,,11,11,11,0,0,8,11,11,,9,11,10,10,0.0,12,10,10,10,11,10,11,9,11,11,11,11.0,11,12.0,12,11,11.0,,11,11,12,10,12,0.0,11,0.0,,,,7.0,11,152,14
1.0,6,8,7,0,8,5.0,7,7,5,8,3.0,6,0.0,6,8,,8,0,0,6,8,8,7,,7,7,8.0,,,7,7,7,5,8,8,8,7,,7,8,7,7,,0,6,7,8,0,0,8,8,8,8,8,7.0,8,8.0,8,0,1.0,2.0,7,1,0,7,8,8.0,3,,,,,,0,153,14
13.0,11,0,0,10,0,0.0,11,8,10,11,13.0,11,0.0,1,12,0.0,12,12,7,12,12,12,11,,10,10,13.0,13.0,0.0,11,12,11,13,12,12,11,12,,9,0,11,11,,12,11,11,10,11,4,1,12,12,12,11,12.0,0,12.0,12,12,13.0,13.0,12,12,12,11,11,7.0,12,,10.0,,,,0,154,14
7.0,5,0,3,0,6,,0,5,4,5,6.0,0,3.0,5,5,,6,6,3,5,6,6,5,,5,4,2.0,,,6,5,6,0,5,3,1,5,,5,6,5,4,,6,0,5,5,6,4,5,0,6,0,5,6.0,5,6.0,6,1,6.0,7.0,5,6,0,4,6,2.0,0,7.0,2.0,,,,6,155,14
8.0,5,6,5,5,7,0.0,0,6,0,6,7.0,5,,6,7,,7,0,5,6,7,7,6,,6,5,4.0,,,0,6,6,7,1,0,6,6,,5,3,6,5,,7,6,5,6,6,4,2,2,7,0,6,7.0,6,8.0,7,6,8.0,8.0,6,3,7,5,0,,7,0.0,1.0,,,0.0,4,156,14
8.0,3,5,5,0,7,,6,3,5,6,7.0,4,0.0,6,7,,0,7,5,7,7,7,6,,6,0,8.0,,,6,7,6,7,0,7,7,6,,0,6,6,3,,0,6,1,5,6,5,6,6,7,1,6,7.0,6,8.0,0,7,8.0,8.0,6,0,7,6,7,,0,7.0,,,,,7,157,14
,12,3,0,12,14,,2,13,12,13,14.0,11,0.0,6,14,,14,14,11,14,14,14,13,,7,12,0.0,9.0,,13,14,0,10,0,14,14,13,,13,14,13,13,7.0,0,13,13,12,8,13,13,14,14,0,13,14.0,13,14.0,14,14,14.0,,14,14,0,13,14,,14,0.0,,0.0,,,14,158,14
8.0,0,6,4,4,7,,3,6,6,6,7.0,5,,6,7,0.0,0,7,0,7,7,0,6,,6,5,8.0,,,6,6,7,7,6,7,0,6,,5,6,6,0,,7,6,5,6,7,4,6,1,7,6,6,7.0,7,0.0,7,6,8.0,0.0,1,7,7,1,0,,7,8.0,,,,,7,159,14
12.0,10,10,9,11,0,,10,10,0,1,12.0,10,,11,12,,10,11,9,12,11,12,11,,10,10,12.0,,0.0,11,11,11,0,11,11,11,0,,10,11,11,9,,12,0,7,2,11,0,10,11,12,11,8,12.0,0,0.0,11,11,11.0,,11,7,12,11,12,,12,0.0,,,,11.0,12,160,14
10.0,6,8,7,6,7,,0,8,0,8,9.0,4,,8,9,,9,9,8,8,0,9,4,,7,7,9.0,,,0,8,8,9,9,9,9,8,6.0,6,8,8,7,,9,8,0,8,9,0,7,9,9,8,8,9.0,0,9.0,9,0,10.0,3.0,8,9,8,7,9,,9,0.0,,,0.0,,8,161,14
10.0,8,9,7,8,0,,8,9,8,9,6.0,8,,0,9,,9,9,7,0,0,9,8,,0,8,10.0,,0.0,7,9,0,10,0,9,9,8,,8,1,8,7,,9,8,8,8,9,8,9,9,9,9,5,9.0,8,10.0,10,9,5.0,10.0,9,1,0,7,9,9.0,6,10.0,,,0.0,,4,162,14
10.0,7,8,7,6,9,,7,8,8,8,4.0,7,,3,8,,8,8,6,2,6,0,8,,7,5,9.0,,0.0,8,8,8,9,0,8,8,8,0.0,7,0,7,7,,8,1,0,7,9,0,8,8,8,0,7,9.0,8,3.0,9,0,9.0,1.0,8,9,8,8,0,10.0,9,10.0,,,,,8,163,14
8.0,5,6,4,5,7,,5,6,5,0,7.0,4,,0,3,,6,7,0,6,7,1,6,,6,0,8.0,6.0,1.0,6,6,6,7,0,6,6,6,,0,6,6,5,,7,0,0,5,0,5,6,6,7,6,6,7.0,6,8.0,7,3,8.0,8.0,0,7,7,6,7,,7,8.0,4.0,,,,7,164,14
