,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,theta,seed,q,EPH,corr
277,277,1.0,2,1,1,2,1,2,1,1,1,1,1,2,2,2.0,1,1,1,1,0,1,2,1.0,1,0.0,2.0,1,2,1.0,1,2,0.0,1.0,1.0,2,1,1.0,0,1,0,1,1,1,2,0,2,2,2,2,1,1,,2.0,2,1,1,2.0,0,1,1,1.0,1,1,2,1,1,1,1,2,1,1,2.0,1,2,2.0,2,1,2,2,2,2,1.0,1,1,0.0,2,2,0,1,1,1.0,2,0.03,77,-1,1.0993071593533488,-0.09014089022765333
278,278,2.0,1,1,0,1,2,1,2,2,2,2,1,1,1,1.0,1,1,2,1,1,0,1,2.0,0,2.0,2.0,2,1,1.0,0,1,2.0,2.0,1.0,1,1,2.0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,2.0,2.0,2,0,1,0.0,2,1,2,2.0,2,1,1,1,1,2,2,1,0,1,1.0,1,1,2.0,2,2,1,0,1,1,2.0,1,2,3.0,2,0,2,2,2,2.0,2,0.03,78,-1,1.1116625310173698,-0.2363435413225955
279,279,4.0,0,1,2,1,1,2,2,2,2,1,2,2,1,1.0,1,1,2,1,1,0,1,4.0,0,2.0,3.0,3,1,1.0,1,1,3.0,3.0,1.0,2,1,2.0,1,2,2,1,1,1,1,1,2,1,1,3,1,1,2.0,2.0,2,2,3,2.0,1,1,1,1.0,0,1,1,1,1,2,0,2,3,1,1.0,3,1,0.0,1,1,1,2,2,1,0.0,0,3,1.0,1,1,0,0,2,1.0,1,0.03,79,-1,1.2165178571428572,-0.11143233545914406
280,280,2.0,2,1,0,2,2,1,1,1,1,0,2,1,1,1.0,0,1,2,1,1,2,1,2.0,0,2.0,1.0,2,1,1.0,2,2,2.0,1.0,2.0,1,1,2.0,1,0,1,1,1,1,2,1,1,1,0,1,1,0,2.0,2.0,2,1,2,2.0,1,1,1,0.0,1,1,1,2,2,1,1,2,2,2,3.0,2,1,2.0,3,2,1,2,2,1,3.0,1,0,2.0,2,0,2,2,2,2.0,2,0.03,80,-1,1.0854503464203233,-0.2431919163286682
281,281,3.0,1,2,2,1,1,1,1,1,1,1,2,1,2,1.0,1,1,1,1,1,1,2,3.0,1,2.0,3.0,2,1,1.0,1,1,2.0,2.0,0.0,1,1,2.0,1,2,1,2,1,0,2,1,2,0,1,2,0,2,2.0,1.0,2,1,2,0.0,1,1,1,2.0,1,1,1,2,0,1,0,2,2,1,2.0,2,1,1.0,0,1,2,2,1,1,2.0,2,2,1.0,1,1,1,2,2,2.0,1,0.03,81,-1,1.097799511002445,-0.13039093733481935
282,282,1.0,2,1,0,2,2,1,1,1,2,2,1,1,1,2.0,2,2,2,2,2,1,1,1.0,1,2.0,2.0,1,0,1.0,1,1,0.0,1.0,2.0,1,1,2.0,1,2,2,2,2,0,1,2,1,2,1,2,2,2,2.0,2.0,2,2,1,1.0,2,2,2,,2,1,2,2,1,0,2,1,1,1,1.0,1,1,2.0,2,2,0,0,1,0,2.0,1,1,1.0,1,0,2,1,2,2.0,2,0.03,82,-1,1.100238663484487,-0.023635482892504455
283,283,0.0,1,1,0,1,2,1,2,0,1,1,2,1,1,1.0,1,1,1,2,1,1,2,1.0,0,2.0,2.0,2,1,1.0,1,2,1.0,1.0,2.0,2,1,0.0,1,1,0,0,2,1,1,1,2,2,2,1,1,1,2.0,2.0,2,1,1,2.0,1,1,1,0.0,1,2,2,2,1,2,2,2,2,1,3.0,2,1,2.0,2,2,2,2,2,2,2.0,0,2,2.0,1,1,2,2,2,3.0,2,0.03,83,-1,1.085427135678392,-0.22115036244289604
284,284,3.0,2,1,2,2,1,2,2,1,2,2,2,1,1,1.0,1,1,1,1,1,1,2,3.0,1,2.0,3.0,3,1,1.0,2,1,3.0,3.0,0.0,2,2,2.0,1,2,2,2,2,0,1,1,1,2,2,2,2,2,3.0,2.0,2,2,3,0.0,2,1,2,2.0,2,1,2,0,1,2,2,0,3,1,1.0,3,1,0.0,1,1,0,0,1,2,2.0,2,2,3.0,0,1,1,1,0,2.0,2,0.03,84,-1,1.127906976744186,-0.08682145080525475
285,285,1.0,2,1,1,1,1,1,1,2,1,1,2,2,0,2.0,2,2,1,1,2,1,2,1.0,1,2.0,1.0,2,1,2.0,2,1,1.0,0.0,2.0,2,1,2.0,0,2,2,2,2,2,1,2,1,2,2,1,1,2,0.0,0.0,1,1,2,2.0,1,0,2,1.0,2,1,2,1,1,2,2,0,2,1,1.0,1,2,1.0,1,2,1,1,0,2,2.0,1,0,2.0,1,2,1,2,1,1.0,1,0.03,85,-1,1.1004672897196262,-0.019624678927565718
286,286,2.0,2,1,2,1,1,1,1,1,0,1,2,1,1,1.0,1,1,1,1,1,0,1,2.0,2,1.0,2.0,2,0,0.0,1,0,2.0,2.0,1.0,1,1,2.0,1,1,2,0,1,1,1,0,0,2,1,1,1,1,2.0,2.0,2,2,2,1.0,0,1,1,1.0,1,2,2,1,1,2,1,1,2,1,1.0,2,1,1.0,1,0,1,1,2,2,1.0,1,2,1.0,1,1,1,2,1,2.0,2,0.03,86,-1,1.0566037735849056,-0.3694436548661181
287,287,3.0,2,1,2,1,2,0,2,1,0,2,2,1,1,2.0,0,1,2,2,1,2,1,3.0,1,1.0,3.0,1,1,2.0,2,1,3.0,3.0,2.0,2,2,2.0,1,2,1,1,1,0,2,2,1,1,1,2,2,1,0.0,1.0,1,2,2,2.0,1,1,0,0.0,0,2,1,2,1,2,1,2,3,2,2.0,2,1,2.0,2,1,0,2,2,2,2.0,2,3,1.0,1,1,2,1,2,2.0,2,0.03,87,-1,1.1402714932126696,-0.15832241834783867
288,288,1.0,2,1,1,1,1,2,1,1,2,1,1,1,1,2.0,2,1,2,1,1,0,1,1.0,2,2.0,1.0,2,1,1.0,1,2,1.0,0.0,1.0,0,1,2.0,1,2,2,1,1,1,1,1,1,1,1,0,0,2,2.0,1.0,2,2,1,2.0,1,2,1,2.0,2,0,1,1,1,2,1,1,0,1,1.0,1,2,1.0,0,2,1,1,0,1,2.0,1,1,2.0,1,1,1,0,1,1.0,1,0.03,88,-1,1.081012658227848,-0.18382352517393252
289,289,1.0,2,1,2,0,1,1,2,0,1,1,1,2,1,1.0,1,1,1,1,0,1,1,0.0,2,2.0,2.0,0,1,1.0,1,0,1.0,1.0,0.0,1,1,1.0,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1.0,2.0,1,2,1,2.0,1,0,2,1.0,2,2,2,1,1,2,1,1,2,1,1.0,1,1,1.0,1,1,1,1,2,2,1.0,0,1,2.0,1,2,1,1,1,2.0,2,0.03,89,-1,1.063613231552163,-0.2268827184905171
290,290,1.0,1,2,1,2,2,2,1,2,1,3,1,2,2,2.0,1,2,1,0,2,2,1,1.0,1,2.0,2.0,1,3,3.0,0,1,0.0,1.0,3.0,2,2,3.0,0,3,0,2,1,2,2,2,2,1,1,2,2,1,3.0,3.0,3,1,1,2.0,1,0,1,1.0,2,1,1,3,1,2,0,0,1,1,1.0,1,2,0.0,1,2,2,1,1,1,2.0,2,1,1.0,3,2,1,2,1,2.0,0,0.03,90,-1,1.142512077294686,0.06808768072671527
291,291,3.0,1,0,1,2,2,1,2,1,2,1,2,1,1,0.0,1,1,2,2,1,1,1,3.0,1,2.0,3.0,2,1,0.0,0,2,3.0,3.0,1.0,1,1,0.0,1,1,1,1,2,0,1,1,1,0,1,2,1,0,2.0,2.0,1,1,2,2.0,2,2,1,2.0,1,1,1,2,2,2,1,2,3,2,3.0,2,1,3.0,3,2,1,2,2,1,3.0,0,3,2.0,1,1,2,2,2,2.0,2,0.03,91,-1,1.1392111368909512,-0.29210837627444397
292,292,3.0,1,2,2,2,1,2,2,1,1,2,0,1,2,2.0,0,2,1,0,1,1,1,2.0,1,2.0,1.0,1,1,0.0,2,1,2.0,2.0,2.0,1,2,2.0,1,2,1,1,1,0,1,1,2,1,1,2,1,1,3.0,2.0,2,1,2,2.0,1,0,1,1.0,1,1,2,2,1,2,0,1,2,0,1.0,1,1,1.0,1,2,1,0,1,1,2.0,1,2,1.0,1,1,1,2,2,2.0,1,0.03,92,-1,1.0790697674418606,-0.1780160036959203
293,293,1.0,2,1,1,0,1,2,1,2,1,2,2,2,1,2.0,2,2,2,2,2,2,2,2.0,1,0.0,1.0,2,2,1.0,2,1,2.0,2.0,3.0,2,1,2.0,0,2,2,2,2,1,1,2,1,2,2,0,1,1,1.0,0.0,1,2,1,3.0,1,1,1,2.0,1,2,2,1,1,2,2,1,1,2,1.0,1,1,2.0,1,2,0,1,0,2,2.0,1,1,1.0,0,2,2,1,1,1.0,0,0.03,93,-1,1.1366742596810935,0.06210843883089738
294,294,1.0,1,1,2,1,2,2,2,1,1,1,2,1,1,2.0,1,2,2,1,0,1,1,0.0,2,1.0,2.0,1,1,1.0,1,1,1.0,1.0,2.0,2,1,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2.0,2.0,2,1,1,0.0,1,1,0,1.0,1,1,2,0,1,2,0,2,2,2,2.0,2,1,2.0,2,1,1,2,2,0,2.0,0,2,1.0,1,2,1,1,2,2.0,1,0.03,94,-1,1.0728643216080402,-0.24002122340853763
295,295,1.0,2,0,1,1,0,1,2,1,2,1,1,1,1,2.0,1,1,2,1,0,0,1,0.0,1,2.0,2.0,1,1,1.0,1,1,1.0,1.0,1.0,1,1,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2.0,2.0,1,1,1,2.0,1,1,1,2.0,1,0,1,1,1,2,1,1,2,1,2.0,2,1,1.0,1,1,1,1,1,1,1.0,1,1,2.0,2,2,0,1,2,1.0,2,0.03,95,-1,1.0514285714285714,-0.4625491348500416
296,296,3.0,2,0,1,2,1,0,2,1,1,1,1,2,1,2.0,1,1,2,2,1,2,1,2.0,1,1.0,2.0,1,2,1.0,1,2,2.0,2.0,2.0,1,2,2.0,1,0,1,1,1,1,2,1,2,1,1,2,2,1,2.0,2.0,1,0,2,2.0,1,1,1,1.0,0,0,1,2,1,0,1,1,2,2,2.0,1,0,2.0,2,1,1,1,1,1,1.0,1,2,0.0,2,1,1,2,2,0.0,2,0.03,96,-1,1.116580310880829,-0.2868848231454703
297,297,3.0,2,2,2,0,1,2,2,1,2,1,2,1,1,2.0,2,2,2,2,1,1,2,3.0,2,3.0,3.0,2,1,0.0,2,1,3.0,3.0,2.0,1,0,1.0,2,1,2,2,2,2,1,1,2,2,2,2,1,2,0.0,1.0,0,2,1,2.0,2,2,2,3.0,2,2,2,1,1,2,2,2,0,2,0.0,3,1,2.0,1,2,2,2,1,1,1.0,0,3,3.0,1,1,1,2,2,0.0,2,0.03,97,-1,1.1519607843137254,-0.11980197442820847
298,298,3.0,1,1,2,1,1,1,1,1,2,1,2,2,1,2.0,1,2,1,1,1,2,2,3.0,1,2.0,2.0,2,1,1.0,1,1,2.0,2.0,2.0,2,1,2.0,1,0,1,1,1,0,1,1,2,1,1,2,1,2,1.0,0.0,1,1,2,2.0,1,1,1,2.0,1,1,0,1,0,1,1,0,2,1,0.0,2,1,2.0,1,1,2,1,1,1,1.0,2,2,2.0,1,1,1,2,0,0.0,0,0.03,98,-1,1.083969465648855,-0.09505639019797968
299,299,2.0,0,1,2,1,1,1,2,1,1,2,2,1,1,2.0,1,2,1,1,1,1,2,3.0,1,2.0,3.0,2,1,1.0,1,1,3.0,3.0,2.0,2,0,1.0,2,1,2,0,2,1,1,1,2,2,2,2,1,2,1.0,0.0,1,2,1,2.0,0,1,1,1.0,2,1,1,1,1,2,2,0,0,1,1.0,2,0,2.0,2,2,2,1,1,2,2.0,0,3,2.0,1,1,1,2,2,2.0,2,0.03,99,-1,1.1296296296296295,-0.16785013239195284
300,300,2.0,1,2,3,2,1,2,1,1,0,1,2,1,2,2.0,1,1,2,1,1,2,0,2.0,2,2.0,1.0,3,2,1.0,2,1,2.0,1.0,1.0,2,1,0.0,2,1,2,1,1,2,2,0,1,1,0,1,1,1,3.0,2.0,3,1,2,2.0,1,1,1,1.0,1,1,2,0,1,1,0,2,2,1,2.0,2,2,2.0,2,1,2,2,2,1,1.0,1,0,1.0,2,2,0,2,1,1.0,1,0.04,0,-1,1.1189931350114417,-0.14671761235332942
301,301,2.0,0,2,1,2,0,1,1,2,0,2,1,0,2,1.0,1,0,1,2,2,1,2,2.0,1,2.0,2.0,1,1,2.0,1,2,2.0,1.0,1.0,2,1,1.0,0,2,2,2,2,1,2,1,1,2,2,2,2,2,3.0,2.0,3,1,2,1.0,1,2,2,1.0,2,2,1,0,1,2,2,1,1,1,1.0,0,2,1.0,0,1,1,1,0,2,1.0,2,2,1.0,2,2,1,2,1,1.0,1,0.04,1,-1,1.1287356321839082,0.11001305179639109
302,302,1.0,2,1,1,1,1,1,0,1,1,1,1,1,1,2.0,0,1,2,2,1,1,2,0.0,2,2.0,2.0,1,2,1.0,1,2,1.0,1.0,2.0,0,1,2.0,2,1,2,0,1,2,0,1,2,1,1,1,0,2,2.0,1.0,1,1,1,2.0,2,2,2,2.0,1,2,2,2,1,2,1,2,1,1,2.0,0,1,1.0,0,1,2,2,1,2,2.0,0,1,2.0,1,1,2,1,1,2.0,2,0.04,2,-1,1.103448275862069,-0.36847119630749414
303,303,0.0,1,1,0,2,2,2,1,1,1,0,1,1,1,2.0,1,2,2,1,0,1,0,1.0,2,0.0,2.0,1,1,1.0,2,2,1.0,1.0,2.0,1,1,1.0,2,1,1,2,0,1,2,1,2,2,1,1,1,1,2.0,2.0,2,1,1,0.0,1,1,1,2.0,1,1,1,1,1,2,1,2,1,2,3.0,0,2,0.0,1,1,2,2,2,1,2.0,1,2,1.0,2,2,1,1,2,2.0,2,0.04,3,-1,1.0748129675810474,-0.11925245130079122
304,304,2.0,0,3,3,2,1,2,1,2,0,3,1,2,3,3.0,1,2,2,1,2,3,1,2.0,3,2.0,2.0,1,3,3.0,1,2,1.0,1.0,3.0,2,2,3.0,2,3,1,2,2,3,3,3,1,0,1,1,3,0,3.0,3.0,3,1,0,3.0,1,0,1,1.0,1,1,1,3,1,2,1,2,0,1,2.0,0,3,1.0,2,2,2,2,2,2,1.0,2,1,1.0,3,3,0,2,3,1.0,2,0.04,4,-1,1.2293986636971046,-0.10064562696524972
305,305,2.0,2,2,2,2,1,1,0,0,1,2,2,1,1,1.0,1,0,1,2,1,1,2,2.0,1,2.0,2.0,2,0,1.0,1,0,1.0,1.0,1.0,2,1,2.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3.0,2.0,2,2,1,1.0,2,1,1,1.0,0,0,1,2,1,2,1,1,1,1,1.0,1,0,1.0,1,1,1,0,1,0,1.0,1,1,2.0,1,1,2,2,2,1.0,2,0.04,5,-1,1.0930232558139534,-0.3255567128512632
306,306,2.0,0,1,2,2,1,2,2,1,1,0,1,2,1,2.0,2,2,2,2,1,2,2,3.0,1,1.0,0.0,2,2,1.0,1,1,3.0,2.0,3.0,1,2,2.0,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2.0,2.0,2,2,2,3.0,2,2,1,2.0,2,0,1,2,1,1,1,1,2,1,1.0,2,0,1.0,0,2,0,1,0,0,2.0,1,1,0.0,2,2,2,1,2,1.0,1,0.04,6,-1,1.1312910284463895,-0.05075857399636637
307,307,2.0,1,2,2,2,2,1,1,2,1,3,1,2,2,0.0,1,1,1,1,2,2,1,2.0,0,2.0,0.0,1,2,2.0,2,1,2.0,1.0,1.0,3,2,3.0,1,3,2,2,1,1,2,2,1,1,0,1,3,1,3.0,3.0,3,1,2,3.0,0,1,1,1.0,1,1,2,3,1,1,0,0,1,1,1.0,0,1,2.0,2,2,2,1,1,1,2.0,2,0,2.0,2,2,1,2,2,2.0,1,0.04,7,-1,1.1394335511982572,-0.03481630047403255
308,308,1.0,1,2,3,2,0,2,1,0,1,2,2,2,2,3.0,1,2,2,2,2,2,2,2.0,2,1.0,1.0,2,2,1.0,1,1,2.0,1.0,2.0,2,2,3.0,2,2,2,2,1,1,1,1,1,1,1,0,1,2,3.0,2.0,2,1,1,3.0,1,1,1,0.0,1,1,0,2,1,1,0,2,1,2,2.0,1,1,1.0,1,1,2,2,1,1,1.0,2,0,0.0,0,2,1,1,2,0.0,1,0.04,8,-1,1.1599045346062054,-0.05791457332719973
309,309,1.0,1,1,2,1,2,1,1,2,1,2,1,1,1,1.0,1,1,1,1,2,1,1,0.0,2,1.0,2.0,1,1,2.0,2,2,1.0,1.0,0.0,2,1,2.0,2,1,1,0,1,2,1,1,2,2,1,2,1,1,1.0,0.0,1,0,1,0.0,1,1,0,1.0,1,1,1,1,0,1,1,2,1,1,2.0,1,1,2.0,2,1,2,2,1,1,2.0,2,2,2.0,2,2,1,2,2,2.0,0,0.04,9,-1,1.0818858560794045,-0.10161340498971462
310,310,0.0,1,1,2,2,2,1,2,0,0,1,2,1,2,2.0,0,2,2,2,1,1,2,1.0,1,2.0,2.0,2,1,0.0,0,2,1.0,1.0,2.0,1,2,2.0,1,1,1,0,1,1,1,1,2,1,2,1,1,2,2.0,2.0,2,2,1,2.0,1,2,1,1.0,2,1,1,0,2,2,1,2,2,1,3.0,2,0,3.0,2,2,2,2,2,1,3.0,1,2,1.0,1,2,2,2,0,3.0,2,0.04,10,-1,1.102803738317757,-0.17027804558188975
311,311,2.0,1,2,1,1,1,1,1,2,2,1,1,2,0,1.0,2,1,1,2,2,1,2,2.0,2,2.0,0.0,1,1,2.0,1,1,2.0,2.0,0.0,2,1,2.0,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2.0,1.0,2,1,0,2.0,2,2,2,2.0,1,1,0,1,1,2,2,2,1,2,0.0,2,2,2.0,1,0,2,2,1,0,0.0,1,1,3.0,1,2,1,2,2,1.0,0,0.04,11,-1,1.1103286384976525,-0.07022699181136982
312,312,1.0,1,0,0,2,1,0,1,1,2,1,1,1,1,2.0,1,1,1,2,1,1,2,0.0,2,2.0,1.0,1,0,1.0,2,1,1.0,1.0,2.0,1,1,2.0,1,1,2,1,1,1,1,1,1,1,1,0,0,2,2.0,2.0,1,2,1,1.0,2,1,1,2.0,1,1,2,1,1,2,0,2,1,2,2.0,1,1,1.0,0,0,1,2,1,1,2.0,1,1,2.0,1,1,1,1,2,2.0,1,0.04,12,-1,1.0850515463917525,-0.2999106395488605
313,313,1.0,2,2,2,2,2,1,1,2,2,1,1,2,1,1.0,1,0,1,1,1,1,1,1.0,1,2.0,0.0,0,2,1.0,1,2,2.0,2.0,1.0,2,1,2.0,2,2,1,2,2,1,1,1,1,0,1,0,1,1,3.0,2.0,2,0,1,2.0,1,0,2,1.0,2,1,1,2,1,0,1,2,1,2,3.0,1,2,0.0,1,2,2,2,2,2,2.0,0,1,1.0,1,2,1,1,2,2.0,1,0.04,13,-1,1.10250569476082,-0.1534401164891002
314,314,1.0,2,1,2,2,2,1,1,1,2,0,1,0,1,2.0,1,2,2,2,1,2,2,0.0,2,2.0,0.0,0,1,0.0,1,2,1.0,1.0,2.0,1,1,1.0,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2.0,2.0,2,2,1,1.0,2,2,1,1.0,0,1,2,2,1,2,2,2,1,2,0.0,1,1,3.0,2,1,1,2,1,0,1.0,1,1,3.0,1,2,2,0,2,2.0,2,0.04,14,-1,1.0799031476997578,-0.18201882693434263
315,315,0.0,1,2,2,2,0,2,1,1,2,2,1,0,1,2.0,1,2,2,2,2,1,1,1.0,2,3.0,2.0,1,0,0.0,2,1,1.0,1.0,2.0,1,1,1.0,1,2,2,2,2,1,1,1,1,1,0,1,1,1,3.0,2.0,2,1,1,1.0,2,2,1,2.0,2,1,2,2,2,1,2,2,1,1,0.0,0,1,1.0,0,1,2,2,1,1,1.0,1,2,2.0,0,1,1,2,2,1.0,2,0.04,15,-1,1.1130820399113082,-0.07885869974452236
316,316,1.0,1,2,2,0,1,1,1,2,1,2,1,2,1,1.0,1,0,1,1,1,1,1,1.0,1,1.0,2.0,1,2,2.0,2,0,0.0,1.0,1.0,2,1,2.0,2,2,1,2,0,1,2,1,1,2,1,2,2,1,1.0,2.0,1,1,1,2.0,1,0,1,1.0,1,1,1,2,0,1,1,0,0,1,1.0,1,2,1.0,1,1,1,1,1,1,1.0,2,1,2.0,2,2,1,2,2,2.0,2,0.04,16,-1,1.0737913486005088,-0.2024237724792355
317,317,1.0,2,2,3,2,2,0,1,2,1,3,1,1,2,1.0,0,1,1,1,2,2,2,0.0,2,1.0,2.0,1,2,3.0,1,1,0.0,1.0,2.0,2,2,2.0,2,2,0,1,1,2,2,2,0,1,1,1,3,1,3.0,3.0,3,1,1,2.0,0,1,1,1.0,1,1,2,3,1,1,1,0,1,1,1.0,1,1,2.0,2,2,1,1,1,2,2.0,2,1,0.0,2,1,1,2,3,2.0,2,0.04,17,-1,1.1492890995260663,-0.262139544292616
318,318,3.0,2,1,2,2,2,2,2,0,2,1,2,2,2,2.0,1,1,0,1,0,1,1,3.0,1,0.0,3.0,2,1,1.0,1,2,3.0,3.0,2.0,1,1,1.0,2,1,1,2,1,0,2,1,2,0,1,2,0,1,2.0,2.0,2,2,1,2.0,1,1,1,2.0,2,0,1,1,1,0,1,1,0,1,2.0,3,1,2.0,2,1,2,1,2,1,2.0,1,3,1.0,1,2,1,1,2,2.0,2,0.04,18,-1,1.178173719376392,-0.16720971405750507
319,319,1.0,2,1,1,1,0,1,1,1,2,1,1,1,1,2.0,1,2,2,1,0,1,1,0.0,2,2.0,2.0,1,1,1.0,1,2,0.0,1.0,2.0,0,1,1.0,2,1,1,0,1,1,1,1,1,2,1,2,1,2,1.0,0.0,1,2,1,0.0,2,2,2,3.0,2,2,2,1,1,0,2,2,1,1,2.0,1,1,0.0,1,1,2,2,1,2,1.0,1,1,1.0,2,1,1,1,1,1.0,2,0.04,19,-1,1.0774647887323943,-0.0924278399239391
320,320,1.0,2,2,1,1,1,2,2,1,0,1,2,1,1,2.0,0,1,2,1,1,0,1,0.0,2,2.0,,1,1,0.0,1,1,1.0,1.0,1.0,0,1,2.0,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2.0,2.0,2,2,1,2.0,1,2,1,1.0,1,2,2,1,2,2,1,2,2,2,0.0,2,1,1.0,0,2,2,2,1,1,1.0,1,2,1.0,1,1,1,2,1,0.0,2,0.04,20,-1,1.1144859813084111,-0.045223607054815367
321,321,1.0,1,2,2,0,1,2,1,2,1,2,1,1,1,2.0,1,2,2,2,1,1,2,2.0,1,2.0,1.0,1,1,2.0,1,2,2.0,1.0,2.0,2,0,1.0,2,2,2,2,2,1,2,2,1,1,2,0,2,2,1.0,1.0,1,1,1,0.0,1,1,1,0.0,1,2,0,1,1,2,2,2,1,2,1.0,0,0,0.0,1,2,1,1,0,2,2.0,1,1,2.0,1,1,1,1,3,1.0,1,0.04,21,-1,1.0977272727272727,0.09987696833591543
322,322,2.0,2,2,2,0,2,1,2,0,1,1,2,2,1,0.0,1,1,1,0,1,1,2,3.0,1,1.0,2.0,2,1,1.0,1,2,3.0,3.0,1.0,2,2,2.0,2,1,0,1,2,1,2,0,0,2,1,1,1,1,1.0,2.0,1,1,2,2.0,2,1,2,2.0,2,2,2,0,1,1,1,1,2,2,2.0,2,2,2.0,2,2,1,2,2,2,3.0,1,2,0.0,2,2,2,0,1,3.0,2,0.04,22,-1,1.1498929336188437,-0.17489200436628766
323,323,1.0,2,1,2,2,1,1,1,2,2,2,1,2,2,2.0,1,2,1,2,2,2,1,1.0,1,2.0,0.0,1,2,2.0,1,2,0.0,1.0,2.0,2,2,3.0,2,1,0,0,1,1,2,1,1,2,1,1,2,1,2.0,3.0,2,0,1,3.0,2,2,2,2.0,1,2,1,1,1,2,2,2,1,1,2.0,1,0,2.0,2,0,2,2,1,1,1.0,2,0,3.0,2,2,1,2,2,0.0,0,0.04,23,-1,1.150943396226415,-0.14530704381974116
324,324,3.0,0,2,0,0,1,2,2,2,2,1,3,2,1,2.0,2,2,0,2,1,1,2,,2,3.0,3.0,3,2,1.0,1,2,3.0,3.0,2.0,0,1,2.0,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1.0,2.0,1,2,3,3.0,2,2,2,3.0,2,2,1,0,1,2,2,1,3,1,1.0,3,2,2.0,1,1,1,1,0,2,1.0,0,3,3.0,1,1,0,2,1,1.0,1,0.04,24,-1,1.1755555555555555,-0.12259322128928128
325,325,3.0,2,2,2,0,1,2,2,0,2,1,2,1,1,1.0,0,1,2,1,1,2,1,3.0,0,2.0,3.0,3,1,0.0,1,2,3.0,3.0,1.0,1,2,2.0,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1.0,2.0,1,1,3,2.0,1,2,1,1.0,0,0,1,2,1,2,1,1,3,2,2.0,2,1,2.0,2,1,2,1,1,1,1.0,1,3,2.0,1,2,1,1,1,0.0,2,0.04,25,-1,1.1826280623608019,-0.28151876531710085
326,326,1.0,1,1,2,1,1,0,1,2,2,2,2,1,1,1.0,2,1,1,1,2,2,2,1.0,2,2.0,1.0,1,2,3.0,1,1,1.0,0.0,2.0,2,1,2.0,2,2,1,1,1,2,2,2,1,1,1,0,2,2,1.0,2.0,0,1,1,2.0,1,1,1,2.0,1,0,1,2,0,1,1,0,1,1,1.0,1,2,2.0,1,1,0,1,1,1,1.0,2,0,2.0,2,1,1,1,3,0.0,1,0.04,26,-1,1.0970149253731343,-0.1388741320193902
327,327,1.0,2,0,1,1,2,1,1,1,1,1,1,1,0,2.0,1,2,2,1,0,1,2,1.0,1,0.0,0.0,1,1,1.0,2,2,0.0,1.0,2.0,1,1,1.0,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2.0,1.0,1,1,1,0.0,1,1,1,2.0,1,2,2,1,2,2,2,2,1,2,3.0,0,2,2.0,3,2,1,3,2,2,2.0,1,1,1.0,1,2,1,1,1,2.0,1,0.04,27,-1,1.094387755102041,-0.11803220921859124
328,328,1.0,0,2,0,1,0,2,1,2,2,3,2,0,2,1.0,1,1,2,2,2,2,3,0.0,0,3.0,2.0,1,2,2.0,2,2,1.0,0.0,2.0,2,1,1.0,1,3,2,2,2,1,2,2,2,2,2,2,2,2,0.0,1.0,1,2,1,1.0,2,2,2,3.0,2,2,1,0,1,2,2,2,1,1,2.0,1,1,1.0,1,1,2,2,1,2,1.0,2,1,3.0,2,2,0,2,2,1.0,2,0.04,28,-1,1.153301886792453,0.18942410666673756
329,329,2.0,2,1,1,1,1,1,1,1,2,1,2,1,1,2.0,1,1,2,1,1,0,2,2.0,2,0.0,1.0,2,0,1.0,1,2,2.0,1.0,1.0,0,1,2.0,1,1,2,0,2,1,1,1,1,2,2,1,1,2,2.0,2.0,2,2,1,1.0,1,1,1,2.0,1,2,2,1,2,2,2,2,0,1,2.0,1,1,1.0,0,2,2,2,1,2,2.0,1,0,1.0,0,1,2,2,1,2.0,2,0.04,29,-1,1.0973236009732361,-0.16671178884591092
330,330,2.0,2,0,1,1,2,2,2,2,2,1,3,0,2,1.0,1,1,0,2,1,2,2,3.0,0,3.0,2.0,3,1,2.0,1,2,3.0,3.0,2.0,2,1,1.0,0,1,1,1,2,1,2,2,0,0,1,1,2,1,1.0,2.0,0,2,2,1.0,2,2,2,3.0,2,1,1,2,2,2,1,2,2,1,3.0,2,1,3.0,2,1,1,2,2,2,3.0,2,2,2.0,2,1,2,2,1,3.0,2,0.04,30,-1,1.170731707317073,-0.13423130360959049
