,Unnamed: 0.1,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,theta,seed,q,EPH,corr
428,428,428,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3,28,0.2,1.1833333333333331,-0.1457084676169912
429,429,429,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,4.0,3.0,3.0,5,29,0.2,1.3773584905660377,-0.4158908807170936
430,430,430,4.0,,0.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,,4.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,6,30,0.2,1.6296296296296295,-0.4306895379980779
431,431,431,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,4,31,0.2,1.2467811158798283,-0.5832740210055815
432,432,432,4.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,,5,32,0.2,1.4818355640535372,-0.5021397283050801
433,433,433,5.0,,3.0,,3.0,2.0,3.0,0.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,0.0,2.0,0.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,0.0,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,0.0,4.0,3.0,,6,33,0.2,1.718978102189781,-0.328792949872462
434,434,434,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,3,34,0.2,1.1495535714285714,-0.4443850351056955
435,435,435,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3,35,0.2,1.181598062953995,-0.3341039198245814
436,436,436,3.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,4,36,0.2,1.3047034764826175,-0.582008716548951
437,437,437,4.0,3.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,2.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0,,3.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0,3.0,2.0,0.0,,3.0,4.0,5,37,0.2,1.542635658914729,-0.49916313720328
438,438,438,3.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3,38,0.2,1.1459854014598538,-0.161056161168192
439,439,439,2.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3,39,0.2,1.1722689075630253,-0.4912912007019477
440,440,440,3.0,4.0,2.0,,1.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,5,40,0.2,1.3863636363636365,-0.3759344847756204
441,441,441,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2,41,0.2,1.0831353919239906,-0.2519347579047072
442,442,442,3.0,4.0,2.0,,2.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,,3.0,3.0,5,42,0.2,1.4277456647398843,-0.2952015729434907
443,443,443,5.0,,3.0,,4.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,3.0,0.0,2.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,5.0,3.0,5.0,4.0,5.0,,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,0.0,6,43,0.2,1.8154121863799284,-0.2949103561449353
444,444,444,3.0,4.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,6,44,0.2,1.5183823529411766,-0.4312804365282711
445,445,445,2.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,5,45,0.2,1.3702970297029704,-0.488772778296799
446,446,446,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,46,0.2,1.054263565891473,-0.4487092631798459
447,447,447,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2,47,0.2,1.0789473684210529,-0.2342394242376463
448,448,448,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2,48,0.2,1.0626506024096385,-0.1606633587533426
449,449,449,1.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4,49,0.2,1.24468085106383,-0.5167819880544446
450,450,450,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,50,0.2,1.0453333333333332,-0.346441928887435
451,451,451,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3,51,0.2,1.152808988764045,-0.2782758487576927
452,452,452,2.0,7.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,0.0,6.0,1.0,2.0,3.0,0.0,4.0,5.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,5.0,6.0,2.0,4.0,,5.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,3.0,7.0,4.0,0.0,6,52,0.2,1.6597222222222223,-0.2538710757124561
453,453,453,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,3,53,0.2,1.1648106904231623,-0.369502649170721
454,454,454,2.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4,54,0.2,1.2723404255319148,-0.445368686998962
455,455,455,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0,4,55,0.2,1.3064182194616978,-0.4207073973548192
456,456,456,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,3.0,0.0,4.0,4.0,5.0,2.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,0.0,3.0,0.0,4.0,2.0,0.0,5.0,6,56,0.2,1.6727605118829985,-0.4543292188633981
457,457,457,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2,57,0.2,1.048469387755102,-0.4161019874406372
458,458,458,2.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,,4.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,0.0,,5,58,0.2,1.5268199233716475,-0.2797383361598306
459,459,459,0.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3,59,0.2,1.1772428884026258,-0.3834817250484147
460,460,460,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3,60,0.2,1.1348314606741572,-0.4838459874810621
461,461,461,3.0,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,5,61,0.2,1.440677966101695,-0.4213920135135706
