0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,seed,simple_param,EPH,corr
2.0,2.0,1.0,2.0,,1.0,,,0.0,1.0,2.0,,2.0,,2.0,2.0,,0.0,2.0,2.0,,,2.0,1.0,,,1.0,,,,2.0,,1.0,,0.0,,,1.0,,0.0,2.0,1.0,2.0,,,0.0,0.0,1.0,,2.0,2.0,2.0,,1.0,,0.0,2.0,,,2.0,,,0.0,1.0,,0.0,2.0,1.0,,0.0,,,,,,57,0.05,1.5724550898203593,0.0591223185803746
,2.0,,2.0,2.0,,0.0,0.0,,,1.0,,2.0,,1.0,0.0,0.0,0.0,2.0,,,1.0,,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,2.0,,2.0,1.0,,2.0,2.0,,2.0,,0.0,,,,0.0,,,,,,1.0,,,,,,0.0,,,58,0.05,1.5205128205128204,0.3401578876390205
,1.0,2.0,1.0,,,,0.0,2.0,,,2.0,2.0,0.0,2.0,0.0,,2.0,2.0,0.0,2.0,,2.0,,0.0,2.0,1.0,,,,2.0,2.0,,,1.0,,0.0,,,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,0.0,2.0,2.0,2.0,,0.0,2.0,,,,,2.0,2.0,,2.0,0.0,2.0,,0.0,2.0,,,,2.0,59,0.05,1.501219512195122,-0.045409758685768534
,2.0,,2.0,2.0,2.0,,,,,,,,0.0,1.0,1.0,,2.0,1.0,0.0,,2.0,,0.0,0.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,0.0,2.0,,,1.0,0.0,,0.0,1.0,2.0,2.0,0.0,,1.0,,,,,1.0,,0.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,0.0,60,0.05,1.5510688836104514,0.05013578311565879
,0.0,,,2.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,2.0,,1.0,,2.0,,0.0,1.0,0.0,0.0,,,,1.0,,1.0,,,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,,,,2.0,,,,0.0,1.0,2.0,2.0,,,,0.0,2.0,,,0.0,1.0,1.0,,1.0,0.0,,,,,2.0,61,0.05,1.5608028335301063,0.30017188753142193
2.0,3.0,2.0,1.0,3.0,1.0,,2.0,2.0,2.0,1.0,3.0,,,1.0,,,,2.0,2.0,0.0,3.0,0.0,1.0,,0.0,0.0,,,,3.0,2.0,,,,3.0,2.0,2.0,,,3.0,1.0,3.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,,,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,,3.0,,,0.0,,2.0,,2.0,,2.0,,,2.0,62,0.05,1.9173098125689085,-0.049221216169861144
2.0,,,0.0,2.0,,,2.0,,1.0,1.0,,2.0,2.0,1.0,,,2.0,,1.0,2.0,,1.0,0.0,,2.0,2.0,0.0,0.0,1.0,2.0,,,2.0,,,,1.0,,2.0,1.0,,,0.0,,1.0,,,,0.0,1.0,,2.0,2.0,,,,,0.0,2.0,2.0,,0.0,,2.0,1.0,,,0.0,,1.0,,,0.0,,63,0.05,1.6242274412855378,0.1542208557462834
2.0,1.0,2.0,,2.0,,,2.0,,2.0,2.0,2.0,1.0,,,,,0.0,,2.0,,2.0,2.0,0.0,0.0,,,,2.0,,,2.0,2.0,2.0,1.0,,2.0,1.0,,0.0,1.0,0.0,,0.0,2.0,0.0,2.0,,,2.0,0.0,,0.0,,1.0,,1.0,,,1.0,,2.0,2.0,,0.0,2.0,,,,1.0,2.0,,,1.0,,64,0.05,1.5679314565483475,0.042911538068726315
,,2.0,,2.0,2.0,2.0,1.0,2.0,,2.0,,1.0,,,,,0.0,,,2.0,0.0,,2.0,2.0,,,2.0,0.0,,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,1.0,2.0,,,,2.0,,,1.0,2.0,2.0,0.0,,1.0,2.0,2.0,2.0,,0.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,,,,,,,65,0.05,1.5414572864321607,0.15249574999462204
2.0,2.0,2.0,0.0,,,,2.0,0.0,2.0,2.0,2.0,2.0,,,,,,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,,1.0,,0.0,,,2.0,,2.0,,0.0,0.0,0.0,,2.0,,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,1.0,1.0,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,,,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,,,,1.0,66,0.05,1.5536992840095465,-0.026617458754707498
1.0,2.0,1.0,,2.0,1.0,,1.0,2.0,,0.0,,2.0,,2.0,2.0,,0.0,1.0,1.0,2.0,2.0,,,,0.0,1.0,,2.0,,2.0,,1.0,2.0,,,,0.0,,2.0,,2.0,1.0,0.0,0.0,2.0,2.0,2.0,,2.0,,0.0,2.0,,2.0,2.0,2.0,,2.0,0.0,,0.0,1.0,1.0,2.0,2.0,,,,,0.0,,,,,67,0.05,1.4650306748466257,0.2784977783188348
,1.0,,0.0,,0.0,2.0,1.0,,2.0,1.0,2.0,1.0,0.0,2.0,2.0,,,2.0,2.0,1.0,,1.0,,,,2.0,,,,,2.0,2.0,0.0,,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,,2.0,2.0,2.0,,2.0,1.0,,,,1.0,2.0,0.0,,1.0,1.0,,2.0,,1.0,1.0,,2.0,,0.0,2.0,,0.0,,0.0,,1.0,68,0.05,1.4904306220095693,0.25103225966322323
,0.0,,1.0,1.0,,2.0,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,0.0,,2.0,1.0,,2.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,2.0,0.0,2.0,,,0.0,,2.0,,2.0,0.0,1.0,,2.0,2.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,2.0,,,0.0,2.0,1.0,2.0,0.0,2.0,,,,,,,,0.0,1.0,1.0,69,0.05,1.5714285714285714,-0.0387886163592923
,1.0,0.0,0.0,2.0,,2.0,0.0,2.0,0.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,0.0,2.0,,1.0,2.0,,2.0,1.0,0.0,1.0,2.0,1.0,,2.0,2.0,,,1.0,2.0,1.0,,,2.0,1.0,0.0,2.0,,0.0,1.0,,,2.0,2.0,,,,,2.0,,1.0,2.0,2.0,0.0,,,,,,,,2.0,2.0,0.0,70,0.05,1.6129779837775202,-0.2817715392288702
1.0,1.0,2.0,2.0,0.0,,,2.0,2.0,2.0,2.0,,2.0,,,,,,,2.0,,,1.0,,,1.0,0.0,2.0,,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,,0.0,1.0,,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,,2.0,,2.0,0.0,0.0,,0.0,2.0,1.0,,0.0,1.0,,,2.0,1.0,2.0,71,0.05,1.4664268585131894,0.12709227546023438
,1.0,1.0,2.0,0.0,2.0,,,,,,2.0,1.0,1.0,0.0,,0.0,,2.0,,0.0,2.0,0.0,1.0,,2.0,,,,1.0,,2.0,,2.0,2.0,,0.0,2.0,0.0,2.0,2.0,,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,,1.0,,,,2.0,,,2.0,,,,0.0,2.0,,1.0,,1.0,,,,,72,0.05,1.599756690997567,0.07930240003229068
0.0,2.0,0.0,1.0,2.0,,,,,2.0,,,1.0,,0.0,,,2.0,1.0,2.0,,,,,0.0,,1.0,2.0,2.0,2.0,1.0,0.0,,,2.0,2.0,2.0,0.0,2.0,,2.0,,,,,,1.0,,2.0,2.0,2.0,,2.0,,0.0,,,,0.0,1.0,,0.0,,,2.0,1.0,2.0,,,,,,,0.0,2.0,73,0.05,1.6256345177664975,0.008308892861735508
2.0,2.0,1.0,,2.0,,,1.0,0.0,1.0,2.0,2.0,,,2.0,,,1.0,0.0,2.0,,2.0,,2.0,,1.0,0.0,2.0,2.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,0.0,,,,1.0,1.0,1.0,0.0,2.0,2.0,1.0,,1.0,1.0,,,0.0,1.0,1.0,,,,,2.0,0.0,,0.0,,1.0,,0.0,0.0,2.0,,74,0.05,1.5858708891595614,0.04688560855211991
2.0,,0.0,2.0,1.0,,,0.0,1.0,2.0,,,2.0,0.0,1.0,,,,,,,2.0,0.0,,,2.0,2.0,,,,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,,,0.0,,2.0,,,1.0,,2.0,2.0,2.0,,,2.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,,1.0,1.0,2.0,,,,0.0,,,,,,75,0.05,1.5710659898477157,0.18275067897373742
,1.0,1.0,1.0,3.0,,,2.0,3.0,3.0,3.0,,2.0,,2.0,2.0,2.0,,0.0,2.0,3.0,,2.0,3.0,,2.0,2.0,,2.0,3.0,2.0,0.0,0.0,1.0,2.0,,0.0,1.0,,2.0,3.0,2.0,,3.0,0.0,1.0,0.0,3.0,3.0,2.0,,,3.0,3.0,1.0,,2.0,3.0,2.0,3.0,0.0,,0.0,,3.0,3.0,1.0,3.0,,0.0,,,0.0,,2.0,76,0.05,1.7842046718576197,0.023622802355358883
,2.0,2.0,3.0,2.0,2.0,,2.0,0.0,2.0,1.0,,2.0,0.0,2.0,2.0,2.0,3.0,,2.0,3.0,3.0,3.0,0.0,3.0,2.0,2.0,3.0,,3.0,0.0,3.0,3.0,3.0,3.0,,3.0,2.0,,1.0,1.0,2.0,2.0,,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,,3.0,1.0,0.0,,0.0,3.0,2.0,,,0.0,3.0,77,0.05,1.6655092592592593,-0.11679905375057902
1.0,0.0,,1.0,1.0,0.0,,0.0,1.0,,0.0,0.0,1.0,,1.0,2.0,0.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,,1.0,,,2.0,0.0,2.0,2.0,,2.0,,1.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,,,2.0,0.0,2.0,,,,2.0,0.0,1.0,1.0,,,1.0,,2.0,,,78,0.05,1.588443396226415,-0.23251969008319756
2.0,2.0,2.0,2.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,0.0,1.0,,1.0,0.0,,,,1.0,1.0,0.0,0.0,2.0,,1.0,,2.0,2.0,2.0,0.0,,2.0,,1.0,2.0,,,1.0,0.0,,,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,0.0,,,2.0,2.0,,2.0,,,,1.0,2.0,,,,,0.0,0.0,,,,79,0.05,1.5387323943661972,0.012031844713689161
,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,,2.0,0.0,,,,,,1.0,,,0.0,2.0,,1.0,0.0,,,,,2.0,2.0,2.0,2.0,,0.0,1.0,,2.0,0.0,1.0,2.0,,,,2.0,1.0,2.0,0.0,2.0,,0.0,,,,,,2.0,2.0,,,1.0,,,1.0,1.0,,1.0,2.0,,0.0,2.0,,,80,0.05,1.5506555423122765,0.12757710370230851
2.0,1.0,1.0,2.0,,2.0,2.0,0.0,0.0,,1.0,,1.0,,2.0,,,0.0,,2.0,,0.0,,1.0,1.0,,0.0,,2.0,,1.0,2.0,0.0,2.0,2.0,,,2.0,,2.0,1.0,,,,,2.0,1.0,,,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,,,1.0,1.0,0.0,2.0,2.0,,,0.0,1.0,,0.0,,,,,,81,0.05,1.5738095238095238,0.03427356249100232
1.0,,0.0,,2.0,2.0,,,2.0,1.0,,,2.0,0.0,2.0,,,2.0,2.0,1.0,,1.0,2.0,0.0,1.0,1.0,2.0,,,,2.0,2.0,,,1.0,0.0,,,0.0,1.0,0.0,2.0,1.0,,0.0,,1.0,2.0,,2.0,,,1.0,2.0,1.0,0.0,2.0,,1.0,0.0,,0.0,,,,,1.0,,,,,,,,2.0,82,0.05,1.5330882352941178,0.4022747076747076
,2.0,1.0,,2.0,2.0,1.0,2.0,,,,,2.0,,1.0,,,,2.0,0.0,2.0,2.0,,,,1.0,,,,,2.0,0.0,,0.0,,1.0,,,,1.0,,,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,,1.0,,2.0,2.0,2.0,0.0,2.0,1.0,,1.0,,0.0,2.0,,,1.0,,0.0,,,,,,,83,0.05,1.6875,-0.004113308369181186
2.0,1.0,1.0,2.0,0.0,2.0,,2.0,0.0,0.0,1.0,0.0,1.0,,2.0,,,1.0,,2.0,1.0,2.0,,1.0,,0.0,,1.0,,,,,,2.0,2.0,0.0,1.0,,0.0,0.0,0.0,,,2.0,,1.0,,1.0,,,,2.0,,,,2.0,,,1.0,,0.0,,,,,2.0,,,1.0,,2.0,,,2.0,1.0,84,0.05,1.7226993865030675,-0.10574560223732339
,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,,1.0,,1.0,2.0,2.0,,0.0,1.0,0.0,2.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,,2.0,0.0,0.0,1.0,,1.0,2.0,2.0,0.0,0.0,1.0,,0.0,,,,,,,2.0,85,0.05,1.4366863905325444,0.07926082286759698
2.0,2.0,2.0,,2.0,1.0,2.0,1.0,0.0,,2.0,,1.0,,2.0,,2.0,,,,2.0,0.0,,2.0,,,,,,,2.0,,0.0,2.0,1.0,2.0,2.0,2.0,,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,,1.0,0.0,2.0,,,1.0,1.0,,,,2.0,1.0,0.0,,,,,,,,2.0,2.0,86,0.05,1.619552414605418,-0.2644180597153405
2.0,1.0,1.0,0.0,2.0,2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,1.0,0.0,,0.0,2.0,,2.0,0.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,,,0.0,,0.0,1.0,,0.0,,1.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,,2.0,2.0,,,2.0,0.0,2.0,,,,87,0.05,1.511137162954279,-0.1254541990077017
,,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,,1.0,1.0,,3.0,3.0,,,,0.0,1.0,,,2.0,,2.0,3.0,0.0,,,2.0,0.0,2.0,0.0,3.0,,3.0,0.0,3.0,,,,1.0,,,2.0,,3.0,3.0,1.0,2.0,3.0,2.0,,3.0,,,3.0,2.0,,,,2.0,1.0,0.0,,2.0,,0.0,,,0.0,,3.0,3.0,88,0.05,2.029782359679267,-0.10215123364856298
,0.0,,,,2.0,,2.0,2.0,,2.0,0.0,,,0.0,2.0,,,1.0,2.0,2.0,,,,,0.0,1.0,,,2.0,,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,,2.0,,,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,,2.0,,1.0,2.0,,0.0,0.0,0.0,,,,1.0,89,0.05,1.6114494518879416,-0.15216216540651825
2.0,2.0,,0.0,2.0,0.0,,2.0,1.0,,2.0,,,,2.0,,,,,2.0,0.0,0.0,1.0,,,1.0,1.0,,,1.0,,2.0,1.0,,2.0,0.0,,,,1.0,1.0,0.0,0.0,,,0.0,2.0,2.0,,1.0,2.0,,0.0,,2.0,,2.0,,2.0,0.0,,2.0,,,,,,,1.0,,2.0,,2.0,,,90,0.05,1.6320987654320989,0.008511584986007256
,,,1.0,,0.0,2.0,,,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,,2.0,1.0,,,2.0,,2.0,1.0,,,,,2.0,,,0.0,,,,2.0,0.0,2.0,2.0,0.0,,,2.0,,,0.0,2.0,1.0,1.0,2.0,,,2.0,1.0,0.0,1.0,,,,0.0,,,,2.0,,2.0,1.0,,,2.0,,,2.0,91,0.05,1.5821656050955415,0.08812295777031742
,3.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,,1.0,3.0,3.0,0.0,,,,,2.0,1.0,3.0,3.0,3.0,0.0,1.0,,2.0,2.0,,1.0,1.0,0.0,3.0,3.0,,3.0,0.0,0.0,3.0,0.0,1.0,2.0,,0.0,2.0,3.0,3.0,2.0,2.0,1.0,,3.0,2.0,2.0,1.0,2.0,,,3.0,3.0,,3.0,,1.0,2.0,1.0,,,3.0,,,,,2.0,92,0.05,1.7406593406593407,0.19461942973982846
2.0,0.0,,2.0,2.0,,0.0,2.0,,1.0,,,2.0,1.0,1.0,,,,1.0,1.0,0.0,,,2.0,,0.0,2.0,1.0,,2.0,0.0,2.0,,1.0,2.0,2.0,,,1.0,,,2.0,1.0,,,2.0,,2.0,,2.0,2.0,,,,,,,2.0,,0.0,,1.0,0.0,,0.0,,,,0.0,,,0.0,,1.0,1.0,93,0.05,1.55893536121673,0.32227963573117596
1.0,,2.0,1.0,1.0,0.0,,1.0,,1.0,2.0,1.0,0.0,,1.0,,,2.0,2.0,1.0,,0.0,1.0,,,2.0,,0.0,1.0,,0.0,2.0,2.0,,,,1.0,2.0,,2.0,,1.0,,,1.0,,0.0,0.0,2.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,,1.0,0.0,,,2.0,2.0,,,,0.0,,94,0.05,1.6603995299647474,-0.18414346016447855
0.0,2.0,2.0,1.0,2.0,,2.0,,,0.0,0.0,,,0.0,1.0,,,2.0,2.0,1.0,,2.0,2.0,,0.0,1.0,,,0.0,,2.0,,2.0,,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,0.0,,0.0,,0.0,2.0,,2.0,2.0,2.0,,1.0,2.0,,,,2.0,,2.0,1.0,2.0,2.0,,2.0,,,,,,0.0,1.0,95,0.05,1.5012658227848101,0.20780987975367807
0.0,1.0,,2.0,2.0,1.0,,1.0,,0.0,1.0,2.0,,,2.0,,,0.0,2.0,1.0,1.0,,,2.0,,,2.0,,0.0,,2.0,2.0,,,0.0,2.0,,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,,,,0.0,,,2.0,,,2.0,2.0,,,,,,,,,96,0.05,1.5825242718446602,0.02505463532792767
,1.0,0.0,1.0,2.0,,,2.0,2.0,0.0,,,,,2.0,,,,2.0,2.0,1.0,,,,,2.0,1.0,2.0,,,,1.0,,1.0,0.0,,,1.0,,1.0,2.0,,2.0,0.0,,0.0,2.0,,2.0,2.0,2.0,2.0,,,,,,0.0,0.0,,0.0,,2.0,1.0,1.0,2.0,2.0,0.0,,0.0,,,,,,97,0.05,1.4943820224719102,0.37455077929890024
,2.0,,1.0,1.0,0.0,,,,1.0,,,,2.0,,,2.0,,1.0,2.0,,2.0,,2.0,,2.0,,,0.0,0.0,,,2.0,0.0,1.0,,,0.0,,2.0,2.0,,1.0,2.0,0.0,2.0,,2.0,,0.0,,2.0,,0.0,,2.0,,0.0,1.0,,,,2.0,1.0,,2.0,,2.0,,,,,,0.0,2.0,98,0.05,1.607235142118863,0.13313215487872038
,2.0,2.0,2.0,0.0,,0.0,,2.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,,2.0,,1.0,2.0,2.0,0.0,,1.0,,0.0,2.0,,1.0,2.0,2.0,,2.0,1.0,2.0,,,,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,,0.0,,2.0,,1.0,1.0,,2.0,,,0.0,1.0,,2.0,2.0,,,2.0,1.0,2.0,,,,1.0,99,0.05,1.5042117930204573,0.16449129442049548
,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,1.0,,,2.0,,2.0,2.0,2.0,0.0,,1.0,1.0,,1.0,0.0,,,2.0,,,0.0,0.0,1.0,2.0,,1.0,,1.0,0.0,0.0,1.0,,2.0,1.0,,,1.0,,0.0,,,,2.0,1.0,0.0,0.0,,,,,,2.0,0.0,1.0,1.0,,,2.0,,,2.0,2.0,,100,0.05,1.6169212690951822,-0.2501384292562498
1.0,2.0,0.0,1.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,,,2.0,1.0,0.0,,2.0,,1.0,,0.0,1.0,,1.0,,,2.0,2.0,2.0,,0.0,2.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,,2.0,,2.0,,0.0,,1.0,,,2.0,2.0,,2.0,,,,0.0,,2.0,,,,2.0,,,,101,0.05,1.5104294478527607,0.14314020246454678
,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,,2.0,,,,2.0,1.0,0.0,0.0,2.0,0.0,,2.0,1.0,1.0,,,2.0,1.0,,0.0,0.0,,,2.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,0.0,,,,1.0,0.0,,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,2.0,,,,1.0,1.0,102,0.05,1.4764705882352942,0.07515669024943533
,,0.0,0.0,,2.0,,2.0,2.0,1.0,2.0,,,,,2.0,,,0.0,2.0,,2.0,,2.0,1.0,1.0,2.0,,,,,2.0,0.0,,0.0,,0.0,1.0,,2.0,2.0,0.0,2.0,,,1.0,2.0,2.0,,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,,,2.0,1.0,2.0,,,,2.0,2.0,,,0.0,103,0.05,1.5990453460620524,-0.06961431442792133
,1.0,0.0,2.0,1.0,2.0,,0.0,3.0,3.0,0.0,3.0,1.0,,,2.0,,3.0,3.0,1.0,1.0,0.0,,2.0,,3.0,2.0,1.0,,,2.0,3.0,0.0,1.0,1.0,,2.0,3.0,,1.0,3.0,1.0,2.0,0.0,,2.0,0.0,,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,,,3.0,,0.0,1.0,,3.0,3.0,,0.0,,,,1.0,,,104,0.05,1.8491803278688526,-0.0458408063953218
,2.0,2.0,1.0,0.0,,2.0,1.0,2.0,1.0,2.0,,2.0,0.0,1.0,,,2.0,,1.0,1.0,,,,,,2.0,2.0,,2.0,,,2.0,0.0,2.0,,2.0,,0.0,0.0,0.0,,,2.0,,,,2.0,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,0.0,,1.0,0.0,2.0,0.0,,,,0.0,,,105,0.05,1.6218592964824121,0.11637473374691173
0.0,0.0,,2.0,0.0,2.0,,1.0,1.0,,1.0,2.0,0.0,,2.0,0.0,2.0,,2.0,1.0,2.0,,,0.0,,,2.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,2.0,2.0,,2.0,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,,2.0,0.0,0.0,1.0,1.0,0.0,,,,,1.0,,,1.0,2.0,106,0.05,1.5555555555555556,-0.03061146035338771
2.0,1.0,2.0,1.0,,,,1.0,2.0,,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,2.0,1.0,2.0,,0.0,,,2.0,0.0,,,2.0,2.0,,,,1.0,,2.0,1.0,,,,,0.0,2.0,,,,0.0,,2.0,,,0.0,0.0,1.0,,2.0,,,,,0.0,0.0,,,,,,107,0.05,1.7369093231162196,-0.03503909467130373
,,0.0,1.0,2.0,2.0,1.0,2.0,,2.0,0.0,,2.0,,,,,1.0,,2.0,,1.0,,2.0,,,2.0,2.0,,1.0,0.0,,2.0,2.0,,2.0,1.0,,,1.0,0.0,2.0,,0.0,,,,1.0,,0.0,1.0,,,2.0,2.0,,,0.0,1.0,1.0,,,2.0,0.0,,,1.0,0.0,,0.0,2.0,,,,,108,0.05,1.5753768844221105,0.2952001301569157
,,,0.0,2.0,2.0,,2.0,,1.0,0.0,,2.0,2.0,0.0,,,,1.0,0.0,,,,2.0,,1.0,2.0,2.0,,2.0,,2.0,0.0,1.0,2.0,,2.0,0.0,,2.0,2.0,,,0.0,0.0,0.0,,2.0,1.0,2.0,,,2.0,,,,1.0,,,,2.0,,1.0,,,,2.0,0.0,2.0,,,2.0,2.0,,1.0,109,0.05,1.637824474660074,-0.11604997792402341
,2.0,2.0,,2.0,,,,1.0,2.0,0.0,0.0,2.0,,2.0,,,2.0,2.0,0.0,0.0,1.0,,2.0,2.0,,1.0,,0.0,,0.0,,,,1.0,1.0,0.0,2.0,,,,2.0,1.0,,2.0,,,2.0,,,0.0,2.0,,2.0,1.0,2.0,1.0,1.0,,2.0,,,2.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,110,0.05,1.5767386091127098,0.17473947328185813
,,0.0,2.0,2.0,2.0,,2.0,,1.0,,1.0,2.0,,1.0,,,,0.0,2.0,0.0,,,1.0,2.0,,0.0,,,,0.0,2.0,0.0,1.0,2.0,,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,1.0,2.0,,2.0,,,,2.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,,,2.0,,0.0,,0.0,,111,0.05,1.5375586854460095,0.0839775269759103
,2.0,,1.0,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,,,0.0,2.0,2.0,,1.0,2.0,0.0,1.0,,0.0,,0.0,2.0,1.0,2.0,,1.0,,,,2.0,2.0,,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,,2.0,0.0,2.0,,1.0,,0.0,,1.0,,,,,,0.0,2.0,,,0.0,2.0,,,,2.0,,,112,0.05,1.572139303482587,0.1192957473389906
,2.0,,1.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,,,1.0,,2.0,2.0,,,1.0,2.0,,0.0,1.0,,,,0.0,1.0,,1.0,0.0,,,,2.0,0.0,0.0,2.0,1.0,,2.0,0.0,2.0,,1.0,0.0,2.0,,2.0,,2.0,1.0,,1.0,,,2.0,,,1.0,2.0,2.0,,1.0,2.0,,,2.0,,0.0,0.0,1.0,113,0.05,1.5563725490196079,0.10683848963687206
,0.0,,2.0,,1.0,,,0.0,,1.0,,1.0,2.0,2.0,2.0,0.0,,,1.0,0.0,2.0,,1.0,,0.0,,,,,1.0,2.0,1.0,,2.0,2.0,,,,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,0.0,0.0,,,2.0,0.0,,2.0,,,2.0,0.0,,1.0,,,,,0.0,,1.0,,,114,0.05,1.6248477466504263,0.0285451370029115
0.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,0.0,,,,2.0,1.0,2.0,2.0,0.0,,,2.0,0.0,,,2.0,2.0,1.0,0.0,1.0,0.0,,,,1.0,2.0,,1.0,,0.0,,1.0,,,2.0,2.0,,,,2.0,,0.0,,,2.0,,,,0.0,2.0,1.0,2.0,,,,1.0,0.0,,,2.0,115,0.05,1.508641975308642,0.3629428083724072
0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,,2.0,2.0,,1.0,,0.0,0.0,,,2.0,2.0,2.0,,2.0,,1.0,,2.0,,2.0,,,,0.0,2.0,2.0,2.0,,2.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,0.0,2.0,,,0.0,,,2.0,,,2.0,,,1.0,,,2.0,,0.0,1.0,0.0,2.0,,116,0.05,1.5421245421245422,0.013128255111925797
